"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Third Path Iconoclast","UR","U","72434","4.35","21380","4.77","87747","64.9%","58.3%","15460","64.1%","25180","60.1%","40640","61.6%","46836","55.4%","6.2pp"
"Third Path Savant","U","C","315192","7.23","38638","10.35","88444","37.6%","52.7%","15283","50.2%","25344","54.3%","40627","52.7%","47647","52.7%","0.0pp"
"Thopter Architect","W","U","98916","5.56","13257","7.89","35299","44.1%","52.2%","5685","48.5%","8885","51.3%","14570","50.2%","20722","53.6%","-3.4pp"
"Thopter Mechanic","U","U","59967","3.17","21215","3.56","112817","84.3%","58.4%","20125","65.3%","32512","59.4%","52637","61.6%","59899","55.5%","6.2pp"
"Thorn of Amethyst","","R","23650","6.11","2585","9.65","122","0.8%","","24","","33","","57","","65","",""
"Thran Power Suit","","U","123683","8.22","11951","12.32","3562","4.9%","48.3%","619","43.9%","816","45.1%","1435","44.6%","2124","50.8%","-6.2pp"
"Thran Spider","","R","10161","1.74","4972","1.78","27104","89.4%","54.3%","4919","55.2%","7341","55.8%","12260","55.6%","14787","53.3%","2.3pp"
"Thran Vigil","B","U","120330","8.20","12635","12.21","3120","4.1%","43.3%","485","","827","41.8%","1312","40.9%","1808","45.1%","-4.1pp"
"Thraxodemon","B","C","275702","5.58","47990","7.66","212682","73.0%","54.3%","37483","54.8%","58028","54.6%","95511","54.7%","116994","54.0%","0.7pp"
"Titania's Command","G","R","9087","1.57","6982","1.53","40538","89.7%","59.9%","6997","66.6%","11060","69.9%","18057","68.6%","22435","52.9%","15.7pp"
"Titania, Voice of Gaea","G","M","5549","1.91","2576","1.93","12195","77.2%","55.9%","2138","59.0%","3232","56.7%","5370","57.6%","6830","54.5%","3.1pp"
"Tocasia's Dig Site","","C","337107","8.26","35879","11.86","80098","36.8%","52.9%","13309","52.1%","20775","53.0%","34084","52.6%","45714","53.0%","-0.4pp"
"Tocasia's Onulet","W","C","323287","7.24","38483","10.61","62545","26.4%","54.3%","9821","53.8%","16574","54.4%","26395","54.2%","36114","54.4%","-0.3pp"
"Tocasia's Welcome","W","R","11712","2.04","5534","2.03","28501","84.0%","55.7%","4956","58.5%","7298","53.5%","12254","55.5%","16236","55.9%","-0.3pp"
"Tocasia, Dig Site Mentor","WUG","R","25198","4.27","4546","5.69","7952","28.5%","53.5%","1241","54.5%","2271","55.9%","3512","55.4%","4441","52.0%","3.4pp"
"Tomakul Honor Guard","G","C","315330","7.22","41462","10.20","113535","44.2%","55.4%","20163","56.2%","27403","52.6%","47566","54.1%","65851","56.3%","-2.2pp"
"Tomakul Scrapsmith","R","C","323959","7.81","44012","10.95","64998","23.8%","54.5%","11131","53.7%","16749","53.4%","27880","53.5%","37068","55.2%","-1.7pp"
"Tower Worker","","C","297912","6.24","30552","9.48","72360","39.4%","52.0%","12812","52.2%","18596","52.1%","31408","52.1%","39085","51.6%","0.6pp"
"Transmogrant Altar","B","U","106087","6.23","15534","8.77","30599","32.8%","51.2%","5131","48.2%","8290","50.7%","13421","49.8%","17158","52.3%","-2.5pp"
"Transmogrant's Crown","B","R","7887","1.37","6313","1.36","37664","96.4%","56.3%","6645","59.5%","10201","57.9%","16846","58.5%","20779","54.4%","4.1pp"
"Trench Stalker","B","C","311985","7.13","47956","9.80","127499","43.6%","54.4%","20339","53.9%","39078","56.4%","59417","55.6%","68085","53.4%","2.2pp"
"Tyrant of Kher Ridges","R","R","8304","1.43","6584","1.40","38062","89.5%","59.8%","6287","63.5%","10373","66.8%","16660","65.5%","21359","55.3%","10.2pp"
"Underground River","UB","R","27410","4.07","4442","5.71","11637","43.0%","55.1%","2056","54.3%","3317","56.8%","5373","55.8%","6237","54.6%","1.3pp"
"Union of the Third Path","W","C","334691","9.27","30809","13.58","4050","2.1%","48.4%","651","46.5%","1184","50.7%","1835","49.2%","2213","47.7%","1.5pp"
"Unleash Shell","R","C","270276","5.54","48473","7.54","196253","65.2%","56.3%","31268","54.8%","50541","56.9%","81809","56.1%","114268","56.5%","-0.4pp"
"Unwinding Clock","","R","19095","5.07","1849","8.21","779","7.1%","43.1%","116","","222","","338","","436","",""
"Urza's Command","U","R","12172","2.12","5523","2.16","27076","80.4%","56.2%","4461","55.1%","7939","59.5%","12400","57.9%","14587","54.7%","3.3pp"
"Urza's Rebuff","U","C","321163","7.91","34652","11.50","45929","21.6%","54.9%","7282","54.3%","13406","56.5%","20688","55.7%","25046","54.1%","1.6pp"
"Urza's Sylex","W","M","8546","2.94","1880","3.34","3894","34.6%","52.0%","646","46.7%","1055","53.7%","1701","51.1%","2186","52.8%","-1.7pp"
"Urza, Lord Protector","WU","M","5472","1.95","2074","1.89","6036","49.1%","52.2%","1085","55.3%","1644","51.3%","2729","52.9%","3296","51.5%","1.4pp"
"Urza, Powerstone Prodigy","U","U","80806","4.44","13573","5.80","53128","65.4%","52.7%","9279","51.6%","15214","53.2%","24493","52.6%","28536","52.7%","-0.1pp"
"Urza, Prince of Kroog","WU","R","9913","1.84","5437","1.77","26145","79.0%","55.0%","4406","55.6%","7888","58.8%","12294","57.6%","13869","52.6%","5.0pp"
"Veteran's Powerblade","W","C","337447","8.78","35920","12.52","28512","12.9%","54.8%","4532","50.0%","6755","51.5%","11287","50.9%","17209","57.3%","-6.4pp"
"Visions of Phyrexia","R","R","11959","2.09","6694","2.08","35127","85.0%","56.5%","6004","59.2%","9298","56.0%","15302","57.3%","19794","55.8%","1.4pp"
"Warlord's Elite","W","C","255210","5.06","47892","6.77","232233","77.7%","56.7%","38555","56.2%","58005","55.8%","96560","55.9%","134728","57.3%","-1.4pp"
"Wasteful Harvest","G","C","344400","10.23","38119","14.04","3372","1.4%","49.0%","578","46.7%","829","49.9%","1407","48.6%","1965","49.3%","-0.7pp"
"Weakstone's Subjugation","U","C","243343","4.75","44306","6.43","216501","79.1%","56.1%","36237","54.4%","61202","58.3%","97439","56.9%","118344","55.3%","1.5pp"
"Well of Lost Dreams","","R","22571","5.82","2857","8.75","1631","9.4%","48.6%","258","","468","","726","52.5%","899","45.7%","6.8pp"
"Whirling Strike","R","C","311083","7.02","54642","9.43","200507","58.6%","56.6%","32634","55.1%","50199","56.5%","82833","55.9%","117544","57.1%","-1.1pp"
"Wing Commando","U","C","237297","4.67","41064","6.30","198301","78.2%","56.1%","34390","56.1%","53498","56.2%","87888","56.2%","109823","56.0%","0.1pp"
"Wurmcoil Engine","","M","2251","1.05","2205","1.05","14354","99.9%","60.0%","2500","66.3%","4135","67.4%","6635","67.0%","7671","54.0%","13.1pp"
"Yotian Dissident","WG","U","69566","4.00","17382","4.69","74236","70.2%","54.5%","13000","58.0%","19079","54.0%","32079","55.6%","41857","53.6%","2.0pp"
"Yotian Frontliner","W","U","87137","4.51","16564","6.09","80101","76.7%","58.0%","14569","60.0%","18710","56.3%","33279","58.0%","46579","58.1%","-0.1pp"
"Yotian Medic","W","C","313506","7.35","33161","10.94","58782","28.8%","53.9%","10146","52.9%","14187","51.3%","24333","51.9%","34256","55.3%","-3.4pp"
"Yotian Tactician","WU","U","66394","3.85","16842","4.46","75416","71.2%","58.1%","12668","59.5%","19097","59.3%","31765","59.4%","43657","57.1%","2.3pp"
"Zephyr Sentinel","U","U","60404","3.23","20090","3.70","105927","83.0%","58.7%","18633","60.4%","28939","61.0%","47572","60.8%","58010","57.0%","3.8pp"
