"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Forsaken Miner","B","U","136881","4.53","22286","6.26","98665","74.3%","53.3%","17570","58.2%","23580","51.6%","41150","54.4%","57468","52.5%","1.9pp"
"Gisa, the Hellraiser","B","M","7451","1.28","6038","1.26","34928","94.3%","55.8%","5913","60.7%","9218","62.0%","15131","61.5%","19185","50.9%","10.6pp"
"Hollow Marauder","B","U","90891","3.14","36997","3.46","208979","92.0%","56.0%","33354","55.5%","54786","61.9%","88140","59.5%","119587","53.3%","6.2pp"
"Insatiable Avarice","B","R","55807","4.22","7436","6.19","19284","44.0%","51.9%","3106","48.9%","5043","56.0%","8149","53.3%","11083","50.8%","2.6pp"
"Kaervek, the Punisher","B","R","28288","2.32","10138","2.47","51213","87.2%","51.5%","8605","49.5%","13380","53.4%","21985","51.9%","29072","51.1%","0.8pp"
"Lively Dirge","B","U","154089","5.21","28289","7.06","106240","62.2%","54.7%","17002","52.6%","27196","58.7%","44198","56.4%","61710","53.3%","3.1pp"
"Mourner's Surprise","B","C","422521","5.89","80280","8.04","329746","67.9%","55.0%","53126","53.0%","84586","58.6%","137712","56.4%","191368","53.9%","2.5pp"
"Neutralize the Guards","B","U","190079","7.34","22514","10.82","17354","12.9%","50.8%","2896","50.5%","4326","53.5%","7222","52.3%","10098","49.7%","2.6pp"
"Nezumi Linkbreaker","B","C","452996","6.90","60898","9.91","156698","43.0%","53.9%","27400","56.0%","38184","54.7%","65584","55.2%","91027","52.9%","2.3pp"
"Overzealous Muscle","B","C","469434","7.52","55200","11.07","87512","26.8%","50.2%","13359","47.6%","22397","51.2%","35756","49.8%","51799","50.5%","-0.6pp"
"Pitiless Carnage","B","R","80342","6.15","9580","9.51","2547","4.4%","46.6%","403","","642","47.0%","1045","44.8%","1499","48.0%","-3.2pp"
"Rakish Crew","B","U","151928","5.37","21507","7.55","64413","51.5%","50.7%","10886","47.8%","15932","52.7%","26818","50.7%","37504","50.7%","0.0pp"
"Rattleback Apothecary","B","U","117260","3.80","23227","5.06","118966","86.6%","53.2%","20527","52.4%","30420","56.0%","50947","54.5%","67974","52.2%","2.3pp"
"Raven of Fell Omens","B","C","379005","5.13","62045","7.25","283121","76.9%","53.0%","50302","52.9%","72870","55.0%","123172","54.2%","159540","52.0%","2.1pp"
"Rictus Robber","B","U","121803","3.92","27710","5.12","141910","85.9%","53.7%","24198","53.5%","36113","55.6%","60311","54.8%","81450","52.8%","1.9pp"
"Rooftop Assassin","B","C","418516","5.78","61115","8.45","248849","68.3%","53.5%","40133","52.4%","64246","56.9%","104379","55.2%","144176","52.3%","2.9pp"
"Rush of Dread","B","R","27391","2.28","13278","2.32","72523","89.8%","55.4%","11870","55.8%","19086","62.6%","30956","60.0%","40997","51.7%","8.3pp"
"Servant of the Stinger","B","U","115160","3.68","29774","4.64","161269","89.8%","54.9%","28673","56.6%","41271","56.7%","69944","56.7%","91109","53.4%","3.2pp"
"Shoot the Sheriff","B","U","90612","3.02","29568","3.55","163752","91.7%","54.8%","28595","55.0%","42681","59.4%","71276","57.7%","91918","52.5%","5.2pp"
"Skulduggery","B","C","441557","6.43","64656","9.17","187718","49.0%","52.2%","30889","51.3%","47101","54.1%","77990","53.0%","109410","51.6%","1.4pp"
"Tinybones Joins Up","B","R","68011","5.25","7462","8.29","5849","13.2%","48.6%","955","47.6%","1502","50.2%","2457","49.2%","3376","48.0%","1.2pp"
"Tinybones, the Pickpocket","B","M","12444","2.03","4844","2.18","25140","87.7%","53.9%","4347","57.5%","6378","55.8%","10725","56.5%","14355","51.9%","4.6pp"
"Treasure Dredger","B","U","143065","4.65","26273","6.41","123607","79.6%","52.7%","22293","54.0%","30710","52.7%","53003","53.3%","70455","52.2%","1.1pp"
"Unfortunate Accident","B","U","93802","3.10","30723","3.63","169189","91.0%","54.7%","28116","53.8%","44500","59.4%","72616","57.2%","96003","52.8%","4.4pp"
"Unscrupulous Contractor","B","U","133155","4.32","25344","5.88","118719","79.0%","53.2%","20482","51.8%","29979","56.0%","50461","54.3%","68056","52.4%","2.0pp"
"Vadmir, New Blood","B","R","21749","1.80","12192","1.84","68586","93.5%","54.6%","12386","59.8%","17860","56.4%","30246","57.8%","38330","52.0%","5.8pp"
"Vault Plunderer","B","C","324543","4.22","81890","5.41","451355","90.6%","55.4%","80231","56.7%","116508","58.3%","196739","57.7%","253962","53.7%","4.0pp"
"Brimstone Roundup","R","U","172359","6.51","19119","9.61","29622","26.6%","48.2%","5049","46.3%","7654","48.9%","12703","47.9%","16883","48.5%","-0.6pp"
"Calamity, Galloping Inferno","R","R","19217","1.64","10700","1.64","57670","90.6%","53.6%","9326","53.5%","13759","56.8%","23085","55.5%","33989","52.0%","3.4pp"
"Caught in the Crossfire","R","U","179917","6.74","18672","10.16","21357","19.4%","49.8%","3373","46.8%","5176","50.0%","8549","48.7%","12778","50.5%","-1.8pp"
"Cunning Coyote","R","U","133345","4.37","23487","5.79","111724","79.5%","54.0%","19878","55.4%","25488","53.8%","45366","54.5%","66301","53.6%","0.9pp"
"Deadeye Duelist","R","C","410147","5.82","50581","8.39","193038","65.1%","51.3%","34140","50.6%","45626","51.6%","79766","51.1%","113042","51.3%","-0.2pp"
"Demonic Ruckus","R","U","163436","5.65","20233","8.18","62437","52.4%","52.9%","10583","53.9%","14259","52.4%","24842","53.0%","37568","52.7%","0.3pp"
"Discerning Peddler","R","C","440173","6.48","54879","9.28","200830","61.0%","53.8%","35752","54.5%","46076","53.1%","81828","53.7%","118902","53.8%","-0.1pp"
"Explosive Derailment","R","C","327211","4.29","59190","5.80","301279","85.1%","53.8%","50667","52.7%","72835","56.0%","123502","54.6%","177235","53.1%","1.5pp"
"Ferocification","R","U","173318","6.55","17383","9.99","25405","24.7%","51.2%","4148","48.8%","5681","51.4%","9829","50.3%","15570","51.7%","-1.5pp"
"Gila Courser","R","U","133720","4.39","23679","5.87","110683","78.0%","53.6%","19482","53.4%","25441","53.4%","44923","53.4%","65402","53.7%","-0.3pp"
"Great Train Heist","R","R","37445","3.00","8605","3.50","38243","75.4%","52.6%","5826","51.6%","8866","55.2%","14692","53.8%","23489","51.8%","2.0pp"
"Hell to Pay","R","R","38530","2.98","8124","3.61","39390","82.9%","51.5%","6618","49.2%","9427","53.2%","16045","51.5%","23261","51.4%","0.2pp"
"Hellspur Brute","R","U","133761","4.47","20899","6.05","96094","77.2%","53.3%","15542","53.7%","22800","54.5%","38342","54.2%","57836","52.6%","1.5pp"
"Hellspur Posse Boss","R","R","22842","1.94","11316","1.95","61757","88.5%","56.1%","10541","61.2%","14724","61.8%","25265","61.5%","36312","52.3%","9.2pp"
"Highway Robbery","R","C","466360","7.42","56945","10.65","117024","34.5%","52.3%","20323","49.9%","28635","53.4%","48958","51.9%","67945","52.6%","-0.6pp"
"Irascible Wolverine","R","C","426932","6.07","56969","8.68","201658","59.5%","52.9%","34709","50.9%","47775","53.0%","82484","52.1%","119051","53.3%","-1.2pp"
"Iron-Fist Pulverizer","R","C","462334","7.28","49372","10.78","87027","29.6%","51.6%","13592","49.6%","22030","53.4%","35622","52.0%","51496","51.3%","0.7pp"
"Longhorn Sharpshooter","R","U","94334","3.08","25444","3.78","137537","89.5%","54.6%","23498","55.9%","33027","57.5%","56525","56.8%","80808","53.1%","3.8pp"
"Magda, the Hoardmaster","R","R","22136","1.83","10197","1.88","55088","91.0%","53.1%","9918","57.1%","13458","54.3%","23376","55.5%","31644","51.4%","4.1pp"
"Magebane Lizard","R","U","189320","7.54","18379","11.46","9273","8.5%","49.7%","1575","46.3%","2086","46.7%","3661","46.6%","5611","51.6%","-5.1pp"
"Mine Raider","R","C","436052","6.37","50351","9.31","160107","53.6%","52.1%","27342","51.1%","37283","52.1%","64625","51.7%","95381","52.3%","-0.6pp"
"Outlaws' Fury","R","C","479082","8.25","52278","11.86","48290","15.5%","52.7%","7400","50.5%","10710","52.9%","18110","51.9%","30160","53.1%","-1.2pp"
"Prickly Pair","R","C","375862","5.08","61523","6.91","292274","79.2%","54.0%","50870","54.8%","67535","54.2%","118405","54.4%","173676","53.8%","0.7pp"
"Quick Draw","R","C","479552","8.33","49093","12.13","28132","9.6%","50.8%","4305","48.9%","6339","50.0%","10644","49.6%","17461","51.5%","-2.0pp"
"Quilled Charger","R","C","458139","7.00","51719","10.28","120355","39.1%","52.5%","19567","51.0%","26943","51.8%","46510","51.5%","73453","53.1%","-1.6pp"
"Reckless Lackey","R","C","443270","6.78","46342","9.99","120297","43.9%","52.3%","21093","54.2%","27361","50.9%","48454","52.4%","71775","52.2%","0.1pp"
"Resilient Roadrunner","R","U","153759","5.18","22430","7.22","90577","67.7%","53.5%","15851","54.3%","20615","53.1%","36466","53.6%","54110","53.5%","0.1pp"
"Return the Favor","R","U","184690","7.11","19951","10.58","20325","17.3%","49.5%","3104","46.2%","4860","49.6%","7964","48.3%","12324","50.2%","-1.9pp"
"Rodeo Pyromancers","R","C","463525","7.67","43157","11.58","37772","14.9%","48.0%","5943","47.6%","9443","47.9%","15386","47.8%","22408","48.1%","-0.3pp"
"Scalestorm Summoner","R","U","115056","3.81","22501","4.92","108652","80.0%","54.6%","18809","57.5%","24521","54.0%","43330","55.5%","65373","54.0%","1.5pp"
"Scorching Shot","R","U","116289","3.84","21621","5.02","108823","84.2%","53.7%","18031","53.3%","25995","55.6%","44026","54.7%","64667","53.0%","1.7pp"
"Slickshot Show-Off","R","R","32163","2.63","7586","2.90","34609","78.4%","51.4%","6181","52.5%","8323","51.6%","14504","52.0%","20073","51.0%","1.0pp"
"Stingerback Terror","R","R","20273","1.69","11383","1.69","64587","93.0%","55.3%","11264","57.7%","15827","59.9%","27091","59.0%","37355","52.5%","6.5pp"
"Take for a Ride","R","U","181057","6.66","22306","9.68","37625","28.6%","51.2%","5839","49.0%","8781","52.4%","14620","51.0%","22945","51.2%","-0.2pp"
"Terror of the Peaks","R","M","7566","1.28","5694","1.26","31955","92.7%","54.5%","5371","58.1%","7900","60.8%","13271","59.7%","18500","50.6%","9.2pp"
"Thunder Salvo","R","C","384124","5.23","54519","7.38","231359","71.6%","52.8%","39613","52.4%","55771","53.8%","95384","53.3%","135569","52.4%","0.8pp"
"Trick Shot","R","C","463107","7.28","50784","10.74","82246","27.2%","51.8%","12618","49.3%","19610","53.6%","32228","51.9%","49922","51.7%","0.2pp"
"Aloe Alchemist","G","U","90117","2.93","30377","3.51","173996","93.3%","56.1%","30851","57.6%","40118","57.3%","70969","57.4%","102700","55.2%","2.3pp"
"Ankle Biter","G","C","425570","5.95","58332","8.81","217189","61.4%","54.3%","37964","54.9%","50000","53.1%","87964","53.9%","128647","54.6%","-0.7pp"
"Beastbond Outcaster","G","U","92211","3.04","31340","3.59","179363","92.7%","56.7%","31594","59.1%","41811","58.0%","73405","58.5%","105647","55.5%","3.0pp"
"Betrayal at the Vault","G","U","141896","4.63","28733","6.20","136028","77.9%","55.3%","20298","53.8%","32341","57.9%","52639","56.3%","83107","54.6%","1.7pp"
"Bristlepack Sentry","G","C","412037","5.56","74059","7.80","344000","76.0%","55.4%","60863","55.8%","77325","54.4%","138188","55.0%","205254","55.7%","-0.7pp"
"Bristly Bill, Spine Sower","G","M","7517","1.28","6291","1.28","37130","93.6%","57.8%","6794","66.6%","8975","60.9%","15769","63.4%","21263","53.6%","9.7pp"
"Cactarantula","G","C","282324","3.77","72638","4.82","403370","90.8%","55.6%","64648","55.3%","96983","57.4%","161631","56.6%","240670","54.9%","1.7pp"
"Colossal Rattlewurm","G","R","17736","1.48","12968","1.49","75665","94.5%","56.6%","13105","60.4%","18090","61.0%","31195","60.7%","44125","53.7%","7.1pp"
"Dance of the Tumbleweeds","G","C","320340","4.20","71654","5.58","378768","86.5%","55.7%","65553","54.1%","90539","58.5%","156092","56.7%","221436","55.0%","1.7pp"
"Drover Grizzly","G","C","375940","4.91","71088","6.85","368299","84.9%","55.6%","63844","55.0%","83187","55.0%","147031","55.0%","218320","56.0%","-1.0pp"
"Freestrider Commando","G","C","385603","5.06","58794","7.40","265598","75.0%","53.7%","45450","52.7%","62282","53.2%","107732","53.0%","157874","54.2%","-1.2pp"
"Freestrider Lookout","G","R","22714","1.85","11700","1.91","64829","92.2%","54.6%","11652","56.5%","15532","55.9%","27184","56.2%","37589","53.4%","2.8pp"
"Full Steam Ahead","G","U","179734","6.49","22997","9.57","47448","34.2%","53.6%","7001","51.2%","10867","55.6%","17868","53.9%","29526","53.3%","0.5pp"
"Giant Beaver","G","C","315801","4.04","69451","5.48","392283","92.4%","55.6%","65833","55.1%","91777","56.0%","157610","55.6%","231838","55.5%","0.1pp"
"Gold Rush","G","U","174456","5.85","24240","8.62","71817","49.4%","53.3%","11436","51.2%","16452","53.6%","27888","52.6%","43778","53.6%","-1.0pp"
"Goldvein Hydra","G","M","7783","1.31","6151","1.32","36001","94.6%","56.1%","6372","56.7%","8744","61.5%","15116","59.4%","20618","53.4%","6.0pp"
"Hardbristle Bandit","G","C","270308","3.50","67316","4.54","372306","91.2%","55.1%","67504","58.9%","84680","53.2%","152184","55.8%","219200","54.7%","1.1pp"
"Intrepid Stablemaster","G","U","91323","2.99","27933","3.63","160351","93.2%","56.0%","28686","59.5%","36030","54.9%","64716","56.9%","95385","55.4%","1.6pp"
"Map the Frontier","G","U","177274","6.37","20440","9.67","34535","28.5%","51.1%","5840","48.6%","8301","51.1%","14141","50.1%","20321","51.8%","-1.7pp"
"Ornery Tumblewagg","G","R","16632","1.39","13067","1.40","77982","95.3%","57.4%","13920","64.5%","18619","61.1%","32539","62.6%","44594","53.5%","9.0pp"
"Outcaster Greenblade","G","U","71302","2.49","36177","2.70","208436","92.3%","57.5%","37746","61.1%","50184","61.4%","87930","61.2%","119919","54.8%","6.5pp"
"Outcaster Trailblazer","G","R","19818","1.64","12346","1.66","70654","93.4%","56.2%","12619","60.7%","16804","58.4%","29423","59.4%","41095","53.9%","5.5pp"
"Patient Naturalist","G","C","348745","4.56","80786","6.03","417731","84.4%","56.0%","74614","56.8%","96809","56.4%","171423","56.6%","245577","55.5%","1.1pp"
"Railway Brawler","G","M","7196","1.22","6288","1.22","38301","96.3%","58.0%","6686","66.7%","9365","64.1%","16051","65.2%","21847","52.5%","12.7pp"
"Rambling Possum","G","U","113322","3.62","27621","4.68","150624","90.0%","55.1%","26382","54.4%","34437","54.8%","60819","54.6%","88687","55.3%","-0.7pp"
"Raucous Entertainer","G","U","125980","4.02","24988","5.44","127485","85.1%","53.8%","22422","52.9%","28726","52.2%","51148","52.5%","76145","54.7%","-2.2pp"
"Reach for the Sky","G","C","467357","7.43","59536","10.77","90410","25.0%","54.7%","13897","54.1%","20890","56.2%","34787","55.3%","55505","54.3%","1.0pp"
"Rise of the Varmints","G","U","162131","5.51","26207","7.65","78430","49.8%","53.5%","12338","50.2%","18620","56.9%","30958","54.2%","47252","53.0%","1.3pp"
"Smuggler's Surprise","G","R","37819","2.97","10126","3.45","48695","79.3%","55.4%","8086","55.2%","11571","58.2%","19657","57.0%","28907","54.2%","2.8pp"
"Snakeskin Veil","G","C","372101","4.90","77378","6.65","400286","84.6%","56.0%","64109","56.5%","93245","57.6%","157354","57.1%","241902","55.2%","1.9pp"
"Spinewoods Armadillo","G","U","67182","2.33","32339","2.57","190164","94.7%","57.0%","33231","59.7%","45773","60.9%","79004","60.4%","110327","54.6%","5.8pp"
"Spinewoods Paladin","G","C","293978","3.80","76732","4.91","439393","93.5%","55.8%","73287","55.7%","105754","58.0%","179041","57.1%","259792","54.9%","2.2pp"
"Stubborn Burrowfiend","G","U","97053","3.22","35611","3.75","203004","92.0%","56.6%","36776","59.4%","46429","56.6%","83205","57.9%","118321","55.7%","2.2pp"
"Throw from the Saddle","G","C","247025","3.33","85136","3.97","492150","93.4%","56.7%","82066","57.4%","116859","59.8%","198925","58.8%","291768","55.1%","3.7pp"
"Trash the Town","G","U","106161","3.44","30833","4.21","170039","89.5%","56.4%","27697","56.2%","39902","59.7%","67599","58.2%","101965","55.1%","3.1pp"
"Tumbleweed Rising","G","C","428668","6.06","65603","8.67","207392","51.9%","55.3%","33584","55.0%","48054","56.2%","81638","55.7%","125390","55.0%","0.7pp"
"Voracious Varmint","G","C","404054","5.30","68597","7.60","327218","78.3%","55.1%","57079","54.9%","74487","54.6%","131566","54.7%","194936","55.2%","-0.5pp"
"Akul the Unrepentant","BR","R","42753","3.46","8313","4.22","31408","65.1%","51.5%","5047","52.4%","7774","54.7%","12821","53.8%","18516","49.9%","3.9pp"
"Annie Flash, the Veteran","WRG","M","12832","2.23","6158","2.21","32268","85.9%","56.0%","5209","57.0%","7613","61.1%","12822","59.4%","19277","53.6%","5.9pp"
"Annie Joins Up","WRG","R","67888","5.09","9815","7.39","21583","36.6%","53.4%","3479","52.4%","4924","53.8%","8403","53.2%","13156","53.6%","-0.4pp"
"Assimilation Aegis","WU","M","15102","2.55","5907","2.65","27127","77.4%","53.5%","4559","53.9%","7200","58.3%","11759","56.6%","15268","51.0%","5.6pp"
"At Knifepoint","BR","U","140856","5.07","22010","6.83","77943","61.3%","50.3%","13137","49.9%","19501","50.9%","32638","50.5%","45090","50.0%","0.5pp"
"Badlands Revival","BG","U","124507","4.18","33522","5.17","158209","78.2%","54.7%","24868","52.3%","39919","58.6%","64787","56.2%","92615","53.5%","2.7pp"
"Baron Bertram Graywater","WB","U","144996","5.04","24374","6.91","85562","59.0%","52.9%","13913","50.9%","21825","55.7%","35738","53.9%","49861","52.1%","1.7pp"
"Bonny Pall, Clearcutter","UG","R","18621","1.63","13931","1.57","81033","92.7%","57.6%","13596","64.0%","21611","67.7%","35207","66.3%","44642","50.1%","16.1pp"
"Breeches, the Blastmaker","UR","R","61861","4.87","8785","6.92","17272","33.8%","48.7%","2882","48.9%","4685","50.4%","7567","49.8%","9689","47.8%","2.0pp"
"Bruse Tarl, Roving Rancher","WR","R","25259","2.15","13356","2.13","73377","89.1%","56.4%","12646","60.5%","17471","61.4%","30117","61.0%","43064","53.1%","8.0pp"
"Cactusfolk Sureshot","RG","U","117059","3.99","24888","5.07","115890","76.6%","55.5%","19187","57.9%","26397","57.1%","45584","57.5%","70201","54.2%","3.3pp"
"Congregation Gryff","WG","U","100992","3.44","29971","4.07","160566","86.4%","57.0%","28113","58.0%","37051","57.6%","65164","57.8%","93050","56.3%","1.5pp"
"Doc Aurlock, Grizzled Genius","UG","U","157798","5.72","22733","7.95","61335","46.0%","51.9%","10345","53.8%","15441","52.0%","25786","52.7%","35128","51.2%","1.5pp"
"Eriette, the Beguiler","WUB","R","76998","5.82","9632","8.97","5783","10.1%","51.1%","963","48.5%","1629","57.0%","2592","53.8%","3191","48.9%","5.0pp"
"Ertha Jo, Frontier Mentor","WR","U","136036","4.63","23630","6.23","91428","64.4%","54.4%","15067","55.4%","20870","56.2%","35937","55.8%","55500","53.5%","2.4pp"
"Form a Posse","WR","U","158465","5.47","23436","7.76","74197","52.9%","53.2%","11620","51.3%","17093","56.0%","28713","54.1%","45414","52.7%","1.4pp"
"Ghired, Mirror of the Wilds","WRG","M","24117","3.85","4219","5.08","11210","45.0%","53.3%","1827","52.1%","2496","55.2%","4323","53.9%","6880","52.9%","1.0pp"
"The Gitrog, Ravenous Ride","BG","M","8905","1.52","6436","1.49","36618","92.9%","55.7%","6158","58.0%","9141","61.1%","15299","59.9%","20723","52.1%","7.8pp"
"Honest Rutstein","BG","U","89950","3.14","33013","3.57","173723","86.2%","55.6%","29605","55.4%","43238","60.2%","72843","58.2%","99755","53.6%","4.6pp"
"Intimidation Campaign","UB","U","131498","4.61","29286","5.71","124453","71.9%","52.7%","21243","50.6%","34720","57.2%","55963","54.7%","67497","50.8%","3.8pp"
"Jem Lightfoote, Sky Explorer","WU","U","140548","4.97","21110","6.87","69732","57.0%","50.4%","11519","49.6%","19003","53.0%","30522","51.7%","39234","49.3%","2.4pp"
"Jolene, Plundering Pugilist","RG","U","122736","4.16","24263","5.42","108586","73.9%","54.8%","18718","56.3%","24586","56.2%","43304","56.3%","65252","53.8%","2.4pp"
"Kambal, Profiteering Mayor","WB","R","44220","3.55","9796","4.33","39607","68.2%","53.2%","6600","55.1%","10052","55.9%","16652","55.6%","22943","51.4%","4.2pp"
"Kellan Joins Up","WUG","R","78090","6.03","9519","9.33","2698","4.7%","44.6%","438","","696","43.8%","1134","41.8%","1550","46.6%","-4.8pp"
"Kellan, the Kid","WUG","M","19320","3.24","4803","3.75","16848","60.0%","51.9%","2858","54.2%","4298","56.0%","7156","55.3%","9651","49.3%","6.0pp"
"Kraum, Violent Cacophony","UR","U","139945","5.01","22657","6.70","81704","61.4%","51.5%","13549","52.3%","23322","55.4%","36871","54.2%","44801","49.3%","5.0pp"
"Laughing Jasper Flint","BR","R","21276","1.82","12892","1.79","72137","92.1%","54.6%","12419","58.1%","18378","58.8%","30797","58.5%","40885","51.4%","7.1pp"
"Lazav, Familiar Stranger","UB","U","129024","4.44","26954","5.69","116751","73.8%","52.4%","19948","52.3%","32892","55.9%","52840","54.5%","63703","50.5%","4.0pp"
"Lilah, Undefeated Slickshot","UR","R","58185","4.61","8901","6.34","23113","44.4%","50.6%","3946","52.4%","6622","53.7%","10568","53.2%","12496","48.4%","4.9pp"
"Make Your Own Luck","UG","U","142617","4.82","30403","6.35","122461","67.2%","53.9%","19971","53.4%","31852","57.1%","51823","55.7%","70221","52.6%","3.1pp"
"Malcolm, the Eyes","UR","R","48264","3.95","9475","4.84","34622","61.8%","52.2%","5993","55.8%","9744","56.4%","15737","56.2%","18790","48.7%","7.4pp"
"Marchesa, Dealer of Death","UBR","R","43883","3.56","11322","4.03","44173","66.9%","51.3%","7252","51.6%","12412","55.5%","19664","54.0%","24373","49.0%","5.1pp"
"Miriam, Herd Whisperer","WG","U","102691","3.61","29893","4.13","153492","82.7%","57.1%","26981","60.2%","34461","57.4%","61442","58.6%","91970","56.1%","2.5pp"
"Obeka, Splitter of Seconds","UBR","R","77857","6.07","8883","9.49","1181","2.2%","39.3%","179","","301","","480","","700","40.9%",""
"Oko, the Ringleader","UG","M","8127","1.39","5946","1.37","32185","90.6%","54.3%","5440","57.2%","8299","59.6%","13739","58.7%","18263","50.8%","7.8pp"
"Pillage the Bog","BG","R","63983","4.70","11187","6.56","33829","50.9%","53.6%","5622","50.8%","8447","57.3%","14069","54.7%","19679","52.7%","2.1pp"
"Rakdos Joins Up","BR","R","47919","3.76","8438","4.92","29209","58.8%","52.2%","4618","50.6%","7095","55.8%","11713","53.8%","17376","50.9%","2.8pp"
"Rakdos, the Muscle","BR","M","9372","1.63","6244","1.58","35667","91.9%","56.5%","6054","62.7%","9307","65.0%","15361","64.1%","19861","50.3%","13.8pp"
"Riku of Many Paths","URG","R","71269","5.43","9334","8.12","7772","14.0%","49.1%","1277","45.9%","2119","50.8%","3396","49.0%","4360","49.2%","-0.2pp"
"Roxanne, Starfall Savant","RG","R","19127","1.65","13355","1.62","78215","93.2%","57.6%","13303","63.7%","18986","64.1%","32289","63.9%","45305","53.0%","11.0pp"
"Ruthless Lawbringer","WB","U","136027","4.61","31442","5.77","138219","72.4%","55.6%","22830","55.9%","35068","59.7%","57898","58.2%","80035","53.7%","4.5pp"
"Satoru, the Infiltrator","UB","R","50043","3.97","10188","5.00","34310","57.6%","51.4%","5882","52.9%","9476","54.5%","15358","53.9%","18870","49.3%","4.6pp"
"Selvala, Eager Trailblazer","WG","M","8743","1.48","6420","1.46","36772","92.7%","56.5%","6317","63.5%","8927","60.9%","15244","62.0%","21457","52.5%","9.5pp"
"Seraphic Steed","WG","R","23799","2.05","12981","2.05","72981","89.8%","57.7%","12938","66.0%","16878","60.1%","29816","62.7%","42092","54.0%","8.7pp"
"Slick Sequence","UR","U","161088","5.85","23088","8.12","71573","52.4%","52.0%","12045","52.3%","20618","57.3%","32663","55.4%","38657","48.9%","6.5pp"
"Taii Wakeen, Perfect Shot","WR","R","59114","4.60","9265","6.37","25032","45.2%","53.2%","4450","54.2%","5472","52.3%","9922","53.1%","15120","53.2%","-0.0pp"
"Vial Smasher, Gleeful Grenadier","BR","U","127639","4.56","21229","6.00","86905","69.6%","52.2%","15013","55.8%","20880","53.0%","35893","54.2%","50951","50.7%","3.5pp"
"Vraska Joins Up","BG","R","73287","5.67","8391","8.94","3806","7.6%","45.6%","563","38.5%","880","46.0%","1443","43.1%","2348","47.0%","-3.9pp"
"Vraska, the Silencer","BG","M","13710","2.29","5046","2.44","23545","78.8%","52.8%","4094","52.6%","5804","56.1%","9898","54.6%","13580","51.4%","3.3pp"
"Wrangler of the Damned","WU","U","147009","5.20","22742","7.15","73765","56.0%","50.0%","11910","48.1%","20200","52.4%","32110","50.8%","41561","49.4%","1.3pp"
"Wylie Duke, Atiin Hero","WG","R","28593","2.40","12220","2.45","64145","85.5%","56.6%","11318","59.3%","14696","60.0%","26014","59.7%","38084","54.4%","5.3pp"
"Bandit's Haul","","U","160069","5.31","28171","7.14","110642","65.8%","53.2%","20197","53.5%","28658","54.5%","48855","54.1%","61629","52.4%","1.7pp"
"Boom Box","","U","197165","7.67","22105","11.35","12700","9.6%","51.4%","2022","48.7%","3261","53.1%","5283","51.4%","7387","51.4%","0.0pp"
"Gold Pan","","C","477445","7.57","58648","10.97","78920","22.4%","52.7%","14279","53.3%","17866","51.7%","32145","52.4%","46552","52.9%","-0.5pp"
"Lavaspur Boots","","U","192064","7.33","19074","11.20","13353","11.7%","53.3%","2199","54.2%","2947","51.1%","5146","52.4%","8186","53.8%","-1.4pp"
"Luxurious Locomotive","","U","192924","7.22","21695","10.80","22600","17.4%","51.0%","3519","47.8%","5466","50.8%","8985","49.7%","13620","51.9%","-2.2pp"
"Mobile Homestead","","U","146992","4.68","30098","6.28","138949","75.5%","55.6%","25359","58.9%","31541","53.9%","56900","56.1%","81978","55.3%","0.9pp"
"Oasis Gardener","","C","442456","6.09","64522","8.86","227304","58.7%","53.5%","41069","53.6%","55470","54.6%","96539","54.2%","130285","53.0%","1.2pp"
"Redrock Sentinel","","U","187452","6.66","29885","9.36","90902","50.4%","54.2%","15914","52.9%","22977","56.2%","38891","54.9%","51859","53.7%","1.2pp"
"Silver Deputy","","C","462515","6.90","57577","10.09","136269","39.9%","51.4%","25854","49.4%","31767","50.9%","57621","50.2%","78363","52.3%","-2.0pp"
"Sterling Hound","","C","479918","7.55","69209","10.68","141141","33.8%","53.8%","25090","52.6%","34192","54.7%","59282","53.8%","81648","53.7%","0.2pp"
"Tomb Trawler","","U","201749","8.33","25516","11.77","14952","9.8%","51.4%","2612","46.7%","3990","51.6%","6602","49.7%","8280","52.6%","-3.0pp"
"Abraded Bluffs","","C","221021","5.03","41871","7.02","198435","78.3%","54.6%","35510","56.6%","44617","53.0%","80127","54.6%","113779","54.3%","0.3pp"
"Arid Archway","","U","182604","6.25","27856","8.85","100187","60.1%","53.5%","16689","50.3%","23119","51.9%","39808","51.2%","57488","54.6%","-3.4pp"
"Bristling Backwoods","","C","206477","4.60","42690","6.37","216750","83.5%","55.1%","39708","57.3%","47230","53.5%","86938","55.3%","122494","54.4%","0.8pp"
"Conduit Pylons","","C","398205","5.00","78091","7.05","437078","91.8%","55.3%","80428","55.6%","101647","56.2%","182075","55.9%","241130","54.3%","1.6pp"
"Creosote Heath","","C","198735","4.35","45995","5.93","251612","89.4%","55.9%","46778","58.5%","54535","53.8%","101313","56.0%","142056","55.6%","0.4pp"
"Eroded Canyon","","C","221674","5.20","41677","7.15","190588","76.8%","53.2%","34762","54.8%","48920","54.5%","83682","54.6%","103268","51.8%","2.9pp"
"Festering Gulch","","C","197260","4.38","50282","5.83","269070","88.1%","55.3%","49271","57.6%","62195","55.5%","111466","56.4%","147387","53.8%","2.6pp"
