"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Stickytongue Sentinel","G","C","106458","5.49","19556","7.48","80515","69.7%","55.7%","13700","54.6%","20774","57.8%","34474","56.5%","46052","55.0%","1.5pp"
"Stocking the Pantry","G","U","46199","6.25","5957","9.24","7406","21.3%","51.1%","1191","46.8%","1775","49.0%","2966","48.1%","4425","53.0%","-4.9pp"
"Sunshower Druid","G","C","108711","5.86","16018","8.26","51191","54.9%","54.4%","9058","56.0%","13155","56.0%","22213","56.0%","28951","53.2%","2.8pp"
"Tender Wildguide","G","R","4978","1.68","3231","1.66","17688","91.2%","56.6%","3221","62.1%","4271","60.1%","7492","60.9%","10210","53.4%","7.6pp"
"Thornvault Forager","G","R","6002","1.99","3226","2.04","17219","89.2%","57.0%","3181","60.5%","4064","59.3%","7245","59.8%","9941","55.1%","4.7pp"
"Three Tree Rootweaver","G","C","88179","4.40","17610","5.90","81528","79.4%","54.7%","14947","57.0%","19239","53.9%","34186","55.3%","47297","54.3%","1.0pp"
"Three Tree Scribe","G","U","33394","4.18","7753","5.31","35179","76.8%","55.3%","6382","58.3%","8945","56.6%","15327","57.3%","19854","53.6%","3.7pp"
"Treeguard Duo","G","C","94859","4.77","19712","6.37","95560","82.0%","55.9%","15423","55.9%","23311","59.1%","38734","57.9%","56637","54.6%","3.3pp"
"Treetop Sentries","G","C","110670","5.91","18941","8.19","68314","61.4%","55.5%","11050","52.4%","16567","57.6%","27617","55.5%","40363","55.4%","0.2pp"
"Valley Mightcaller","G","R","5511","1.80","3267","1.81","17999","92.3%","57.1%","3240","67.5%","4357","56.4%","7597","61.1%","10408","54.2%","6.9pp"
"Wear Down","G","U","50379","7.11","5562","10.86","1619","5.0%","47.9%","223","","386","","609","46.1%","1010","48.9%","-2.8pp"
"Alania, Divergent Storm","UR","R","11930","3.76","2115","4.77","5188","43.9%","48.4%","854","45.6%","1481","49.8%","2335","48.3%","2867","48.5%","-0.2pp"
"Baylen, the Haymaker","WRG","R","11400","3.63","2242","4.56","4717","36.7%","53.0%","733","51.2%","1112","52.6%","1845","52.0%","2867","53.6%","-1.5pp"
"Burrowguard Mentor","WG","U","30039","4.05","7586","4.74","34008","74.0%","58.2%","6225","62.4%","7763","60.4%","13988","61.3%","20005","56.1%","5.1pp"
"Camellia, the Seedmiser","BG","R","7714","2.63","3256","2.61","14763","76.2%","57.4%","2527","59.6%","3634","63.5%","6161","61.9%","8461","54.0%","7.9pp"
"Cindering Cutthroat","BR","C","108191","5.67","15953","8.08","55450","59.1%","54.6%","9585","53.3%","12130","53.7%","21715","53.5%","33638","55.3%","-1.8pp"
"Clement, the Worrywort","UG","R","9279","3.06","2974","3.24","11765","68.2%","54.9%","2051","55.8%","3359","59.8%","5410","58.3%","6393","52.2%","6.1pp"
"Corpseberry Cultivator","BG","C","104581","5.52","18848","7.55","70645","64.2%","54.9%","12389","52.2%","17062","56.6%","29451","54.7%","40839","54.9%","-0.2pp"
"Dreamdew Entrancer","UG","R","8476","2.84","3345","2.86","15099","75.4%","57.8%","2636","61.8%","4223","66.0%","6859","64.4%","8265","52.3%","12.0pp"
"Finneas, Ace Archer","WG","R","7355","2.55","2796","2.51","12234","73.4%","56.4%","2236","61.3%","2775","58.7%","5011","59.8%","7214","54.0%","5.8pp"
"Fireglass Mentor","BR","U","37108","5.09","7457","6.28","25454","57.9%","56.8%","4409","60.2%","5387","56.7%","9796","58.3%","15605","55.8%","2.4pp"
"Gev, Scaled Scorch","BR","R","8228","2.87","2757","2.84","11089","67.9%","57.0%","2022","63.8%","2379","57.9%","4401","60.6%","6663","54.5%","6.1pp"
"Glarb, Calamity's Augur","UBG","M","3942","2.59","1414","2.68","5382","65.5%","55.7%","919","59.4%","1512","64.3%","2431","62.4%","2957","50.2%","12.3pp"
"Head of the Homestead","WG","C","92334","4.58","20893","6.02","95321","76.7%","56.4%","15152","56.0%","21803","58.2%","36955","57.3%","58018","55.9%","1.4pp"
"Helga, Skittish Seer","WUG","M","4867","3.13","1083","3.77","2531","40.0%","51.7%","422","","685","52.4%","1107","53.0%","1429","50.5%","2.5pp"
"Hugs, Grisly Guardian","RG","M","3435","2.43","1196","2.49","4175","60.3%","54.4%","648","56.9%","980","58.9%","1628","58.1%","2554","52.1%","6.0pp"
"The Infamous Cruelclaw","BR","M","2909","2.00","1303","1.90","5066","66.5%","53.3%","878","56.2%","1162","53.3%","2040","54.5%","3022","52.4%","2.1pp"
"Junkblade Bruiser","RG","C","110424","5.84","14851","8.66","41158","47.7%","53.0%","6320","52.8%","9590","53.2%","15910","53.0%","25323","53.0%","0.0pp"
"Kastral, the Windcrested","WU","R","7317","2.64","2798","2.61","11218","69.5%","53.2%","1871","54.8%","2893","58.4%","4764","57.0%","6457","50.4%","6.6pp"
"Lilysplash Mentor","UG","U","32981","4.40","7393","5.44","30180","70.0%","55.4%","5138","55.4%","8671","60.3%","13809","58.5%","16460","52.7%","5.8pp"
"Lunar Convocation","WB","R","9759","3.26","2147","3.83","7530","60.1%","53.5%","1274","49.3%","1707","54.5%","2981","52.3%","4480","54.2%","-1.9pp"
"Mabel, Heir to Cragflame","WR","R","6277","2.28","2695","2.18","11928","73.9%","56.1%","2003","64.2%","2664","62.8%","4667","63.4%","7231","51.4%","12.0pp"
"Mind Drill Assailant","UB","C","118619","6.76","14793","9.84","27163","31.8%","51.5%","4381","49.3%","7243","53.6%","11624","51.9%","15412","51.1%","0.9pp"
"Moonrise Cleric","WB","C","93684","4.68","14182","6.68","58965","70.5%","54.7%","10326","55.3%","13298","55.6%","23624","55.5%","34558","53.9%","1.6pp"
"Muerra, Trash Tactician","RG","R","8963","3.00","2535","3.18","9223","62.2%","54.8%","1647","60.2%","2110","56.8%","3757","58.3%","5496","52.3%","6.0pp"
"Plumecreed Mentor","WU","U","38933","5.29","5982","7.12","16027","45.9%","53.2%","2764","56.8%","4057","56.6%","6821","56.7%","9128","50.5%","6.2pp"
"Pond Prophet","UG","C","94572","4.78","18923","6.33","81539","73.9%","55.0%","15136","57.6%","21687","57.3%","36823","57.4%","44651","53.0%","4.4pp"
"Ral, Crackling Wit","UR","M","2764","1.91","1237","1.82","4749","66.8%","52.3%","805","56.5%","1272","59.1%","2077","58.1%","2641","47.5%","10.6pp"
"Seedglaive Mentor","WR","U","32030","4.39","6329","5.37","25288","67.9%","54.2%","4427","54.8%","5455","52.7%","9882","53.7%","15414","54.6%","-0.9pp"
"Seedpod Squire","WU","C","109496","5.67","14356","8.34","45514","54.8%","52.6%","7348","51.4%","10712","53.6%","18060","52.7%","27335","52.5%","0.2pp"
"Starseer Mentor","WB","U","31776","4.23","6176","5.42","24235","66.7%","54.6%","3909","53.3%","5695","57.3%","9604","55.7%","14099","53.2%","2.5pp"
"Stormcatch Mentor","UR","U","41702","5.90","4913","8.45","10749","38.6%","49.9%","1889","52.4%","2907","51.0%","4796","51.6%","5949","48.6%","3.0pp"
"Tempest Angler","UR","C","109522","6.25","12672","9.07","30328","42.3%","49.3%","5305","48.2%","8237","51.0%","13542","49.9%","16800","48.8%","1.1pp"
"Tidecaller Mentor","UB","U","43934","5.85","6778","8.09","16341","41.0%","54.4%","2723","52.4%","4585","59.9%","7308","57.1%","8929","52.0%","5.0pp"
"Veteran Guardmouse","WR","C","112904","6.15","14656","8.97","40057","46.5%","53.5%","6247","53.5%","8684","52.3%","14931","52.8%","25103","53.8%","-1.0pp"
"Vinereap Mentor","BG","U","33986","4.50","9262","5.18","40469","73.2%","58.2%","7080","63.8%","9951","61.9%","17031","62.7%","23067","54.9%","7.8pp"
"Vren, the Relentless","UB","R","7723","2.66","3071","2.63","12601","70.7%","55.3%","2117","61.5%","3475","62.7%","5592","62.3%","6943","49.6%","12.7pp"
"Wandertale Mentor","RG","U","33776","4.69","6552","5.75","22422","58.0%","55.7%","3940","64.0%","4844","55.5%","8784","59.3%","13673","53.4%","5.9pp"
"Ygra, Eater of All","BG","M","2347","1.60","1587","1.55","7914","81.8%","58.0%","1345","63.9%","2046","64.0%","3391","64.0%","4506","53.4%","10.6pp"
"Zoraline, Cosmos Caller","WB","R","6346","2.26","2762","2.17","12506","76.4%","57.3%","2184","60.3%","2958","63.5%","5142","62.2%","7100","53.3%","8.8pp"
"Barkform Harvester","","C","124702","7.21","14625","10.64","15271","17.8%","52.9%","2549","48.7%","3660","55.1%","6209","52.5%","9006","53.1%","-0.6pp"
"Bumbleflower's Sharepot","","C","121518","6.77","13560","10.20","19421","24.7%","52.1%","3455","49.4%","4586","54.3%","8041","52.2%","11312","52.0%","0.1pp"
"Fountainport Bell","","C","118768","6.40","15832","9.34","39463","42.9%","53.6%","7324","52.9%","9322","53.7%","16646","53.4%","22729","53.8%","-0.4pp"
"Heirloom Epic","","U","48826","6.46","5701","9.68","6946","21.0%","53.7%","1160","51.5%","1511","52.9%","2671","52.3%","4263","54.6%","-2.3pp"
"Patchwork Banner","","U","29512","3.53","7597","4.38","39492","85.9%","57.3%","7215","60.1%","9167","59.5%","16382","59.8%","22999","55.5%","4.2pp"
"Short Bow","","U","41569","5.08","6047","7.26","20423","57.8%","53.8%","3452","53.0%","4360","54.1%","7812","53.6%","12583","53.9%","-0.3pp"
"Starforged Sword","","U","48213","6.40","5263","9.70","6655","21.8%","51.4%","1046","48.7%","1538","49.7%","2584","49.3%","4053","52.7%","-3.4pp"
"Tangle Tumbler","","U","46578","6.03","5941","8.92","9847","28.3%","54.1%","1639","50.0%","2196","54.9%","3835","52.8%","6017","54.9%","-2.1pp"
"Three Tree Mascot","","C","120019","6.50","16286","9.46","36858","38.7%","53.1%","6772","53.8%","8169","52.0%","14941","52.8%","21821","53.4%","-0.6pp"
"Fabled Passage","","R","9907","2.81","2608","3.47","14829","96.2%","55.5%","2751","56.5%","3365","55.6%","6116","56.0%","8694","55.2%","0.8pp"
"Fountainport","","R","10379","3.10","2452","3.83","12442","86.7%","55.0%","2079","54.2%","3015","56.6%","5094","55.6%","7320","54.5%","1.0pp"
"Hidden Grotto","","C","114871","5.86","17813","8.50","76304","73.1%","54.6%","13979","54.2%","17575","55.2%","31554","54.8%","44651","54.4%","0.4pp"
"Lilypad Village","","U","48025","6.40","6009","9.35","17839","51.5%","53.1%","3061","51.7%","4783","54.2%","7844","53.2%","9976","52.9%","0.3pp"
"Lupinflower Village","","U","45462","5.62","6507","8.14","28670","74.1%","56.3%","4984","57.1%","6204","57.0%","11188","57.1%","17444","55.8%","1.2pp"
"Mudflat Village","","U","44085","5.43","7077","7.66","32571","77.7%","56.5%","5623","56.3%","7473","58.7%","13096","57.7%","19359","55.7%","2.0pp"
"Oakhollow Village","","U","39705","4.80","6777","6.86","33927","84.8%","55.6%","5909","55.8%","7774","54.8%","13683","55.2%","20214","55.9%","-0.7pp"
"Rockface Village","","U","43374","5.49","6014","7.82","25583","72.5%","54.7%","4539","53.7%","5407","53.3%","9946","53.5%","15622","55.5%","-2.0pp"
"Three Tree City","","R","12956","3.78","1550","5.67","2986","34.2%","50.9%","497","","739","53.3%","1236","51.5%","1749","50.5%","1.0pp"
"Uncharted Haven","","C","108847","5.32","18955","7.64","91690","82.4%","54.7%","17139","55.7%","20853","52.4%","37992","53.9%","53647","55.3%","-1.4pp"
"Swords to Plowshares","W","M","465","","259","","1295","86.9%","56.6%","197","","277","","474","","817","54.1%",""
"Ledger Shredder","U","M","598","2.19","238","","1089","81.3%","54.3%","173","","295","","468","","620","51.1%",""
"Rat Colony","B","M","1295","4.38","144","","120","13.8%","","21","","33","","54","","65","",""
"Relentless Rats","B","M","1459","4.59","154","","21","2.3%","","3","","11","","14","","7","",""
"Kindred Charge","R","M","981","3.89","157","","277","31.3%","","29","","57","","86","","190","",""
"Sylvan Tutor","G","M","951","3.44","136","","209","27.4%","","29","","46","","75","","132","",""
"Toski, Bearer of Secrets","G","M","410","","248","","1316","89.9%","56.4%","235","","333","","568","58.5%","740","54.9%","3.6pp"
"Frogmite","","M","1691","5.25","179","","9","0.9%","","0","","4","","4","","5","",""
"Sword of Fire and Ice","","M","294","","268","","1656","99.5%","57.9%","308","","376","","684","65.2%","961","52.7%","12.6pp"
"Secluded Courtyard","","M","1134","3.69","134","","408","49.5%","","76","","93","","169","","239","",""
