"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Oxidda Finisher","R","U","118841","6.39","17444","9.11","37405","34.9%","55.2%","5359","53.3%","7930","55.5%","13289","54.6%","24110","55.5%","-0.9pp"
"Paladin of Predation","G","U","103867","5.30","10691","8.36","21308","33.3%","49.7%","3071","47.9%","4910","51.5%","7981","50.1%","13288","49.5%","0.7pp"
"Pestilent Syphoner","B","C","230304","4.03","35643","5.48","179450","84.5%","53.1%","32772","54.0%","40079","52.6%","72851","53.2%","106221","53.1%","0.1pp"
"Phyrexian Arena","B","R","16391","2.56","4043","2.79","15219","66.2%","49.5%","2553","47.9%","3516","47.1%","6069","47.4%","9095","50.9%","-3.5pp"
"Phyrexian Atlas","","C","346313","7.19","33063","10.89","36004","18.3%","49.0%","6481","47.3%","8119","46.5%","14600","46.9%","21269","50.4%","-3.5pp"
"Phyrexian Obliterator","B","M","5628","1.72","2269","1.71","8158","62.2%","49.5%","1333","49.7%","1935","51.0%","3268","50.5%","4838","48.8%","1.7pp"
"Phyrexian Vindicator","W","M","5038","1.62","2638","1.55","11262","71.7%","54.6%","1854","59.3%","2561","57.1%","4415","58.0%","6835","52.4%","5.6pp"
"Plague Nurse","G","C","307989","5.85","31783","8.93","88355","46.6%","51.9%","14056","50.6%","19158","51.7%","33214","51.3%","55057","52.4%","-1.1pp"
"Planar Disruption","W","C","159649","2.85","56753","3.40","314090","89.6%","56.4%","54228","56.0%","67134","58.5%","121362","57.4%","192269","55.8%","1.6pp"
"Plated Onslaught","W","U","118094","6.16","17530","8.76","47243","43.9%","55.6%","6849","54.0%","10342","55.6%","17191","54.9%","30030","55.9%","-1.0pp"
"Porcelain Zealot","W","U","67064","3.34","16639","4.13","81791","80.5%","55.3%","13350","54.9%","17411","56.1%","30761","55.6%","50964","55.1%","0.5pp"
"Predation Steward","G","C","307456","5.68","56853","7.69","260708","74.5%","56.3%","47255","56.4%","55759","54.0%","103014","55.1%","157581","57.1%","-2.0pp"
"Prologue to Phyresis","U","C","317074","6.54","35043","9.53","81106","39.7%","49.3%","14132","46.7%","21040","50.8%","35172","49.2%","45512","49.3%","-0.1pp"
"Prophetic Prism","","C","321222","5.82","47860","8.31","129555","45.6%","51.4%","23819","50.9%","29826","52.2%","53645","51.6%","75525","51.2%","0.4pp"
"Prosthetic Injector","","U","95371","4.41","14390","6.23","54075","63.6%","51.6%","9248","50.6%","11893","49.2%","21141","49.8%","32861","52.6%","-2.8pp"
"Quicksilver Fisher","U","C","344016","7.43","38083","10.80","53017","23.4%","50.8%","8196","49.4%","13216","53.0%","21412","51.7%","31307","50.2%","1.4pp"
"Ravenous Necrotitan","B","U","84599","4.22","11853","5.87","46248","66.5%","51.5%","7038","50.0%","10499","51.6%","17537","50.9%","28601","51.9%","-1.0pp"
"Razorverge Thicket","","R","28284","3.66","4722","5.15","11647","41.3%","52.7%","2092","55.2%","2422","48.7%","4514","51.7%","7009","53.2%","-1.4pp"
"Rebel Salvo","R","U","50781","2.57","26583","2.79","155497","92.7%","58.2%","26409","59.6%","34522","61.1%","60931","60.4%","94544","56.8%","3.6pp"
"Red Sun's Twilight","R","R","34281","4.73","5403","6.76","6298","19.3%","51.4%","944","48.8%","1449","54.5%","2393","52.2%","3902","50.9%","1.3pp"
"Reject Imperfection","U","U","117707","6.48","12724","9.83","19979","26.4%","49.5%","3178","48.3%","5105","53.1%","8283","51.3%","11634","48.1%","3.1pp"
"Resistance Reunited","W","U","123489","6.54","16343","9.49","37211","37.3%","55.0%","5631","52.6%","7628","52.5%","13259","52.6%","23954","56.4%","-3.8pp"
"Resistance Skywarden","R","U","94270","4.63","21418","5.97","94821","71.5%","56.7%","14371","56.6%","21004","57.7%","35375","57.3%","59344","56.4%","0.9pp"
"Ria Ivor, Bane of Bladehold","WB","R","15127","2.38","5151","2.48","21618","69.3%","54.5%","3584","57.4%","4751","57.3%","8335","57.3%","13231","52.7%","4.6pp"
"Ribskiff","","U","100713","4.67","15548","6.55","53132","56.2%","54.5%","8514","53.4%","11774","54.7%","20288","54.2%","32756","54.6%","-0.4pp"
"Rustvine Cultivator","G","C","294497","5.48","59753","7.20","279651","75.6%","56.5%","50015","60.0%","60211","52.7%","110226","56.0%","169298","56.8%","-0.8pp"
"Ruthless Predation","G","C","224774","3.85","53333","5.02","285343","87.1%","55.9%","46193","55.4%","62376","56.9%","108569","56.3%","176487","55.7%","0.6pp"
"Sawblade Scamp","R","C","327206","6.64","58838","9.01","190661","52.9%","54.7%","34149","55.8%","40296","51.1%","74445","53.3%","116080","55.7%","-2.4pp"
"Scheming Aspirant","B","U","85707","4.25","13273","5.70","48302","62.1%","51.4%","8516","51.0%","11685","52.5%","20201","51.9%","27788","50.9%","1.0pp"
"Seachrome Coast","","R","30068","3.89","4810","5.56","10569","36.6%","53.1%","1976","54.1%","2375","51.8%","4351","52.8%","6172","53.2%","-0.4pp"
"Serum Snare","U","U","91933","4.51","16428","6.02","71008","73.1%","52.9%","11904","51.9%","18068","55.4%","29972","54.0%","40804","51.9%","2.1pp"
"Serum-Core Chimera","UR","U","95297","4.99","19422","6.30","62616","54.0%","51.9%","10212","52.5%","16053","53.2%","26265","52.9%","35761","51.1%","1.8pp"
"Sheoldred's Edict","B","U","72416","3.52","10148","4.90","44709","73.7%","53.4%","7782","54.9%","10352","55.5%","18134","55.3%","26490","52.1%","3.2pp"
"Sheoldred's Headcleaver","B","C","300490","5.62","32993","8.36","117189","59.8%","52.8%","18751","52.5%","26705","53.0%","45456","52.8%","71480","52.8%","-0.0pp"
"Sheoldred, the Apocalypse","B","M","2226","1.19","1796","1.17","9501","84.8%","57.1%","1634","66.2%","2344","65.4%","3978","65.7%","5459","50.7%","15.0pp"
"Shrapnel Slinger","R","C","331943","6.62","62849","8.93","225969","57.8%","56.3%","40282","55.1%","48139","55.3%","88421","55.2%","137443","57.0%","-1.8pp"
"Sinew Dancer","W","C","324547","6.29","43995","9.00","136331","50.5%","55.3%","23515","54.8%","28220","54.7%","51735","54.7%","84523","55.6%","-0.9pp"
"Skrelv's Hive","W","R","9192","1.46","5950","1.43","32102","88.1%","55.5%","5974","62.5%","6898","53.1%","12872","57.5%","19191","54.1%","3.3pp"
"Skrelv, Defector Mite","W","R","10262","1.57","6040","1.56","32024","86.3%","55.8%","5918","61.4%","6704","53.9%","12622","57.4%","19370","54.8%","2.6pp"
"Skyscythe Engulfer","G","C","345166","7.22","39208","10.65","55825","23.5%","53.0%","8101","51.6%","12607","54.7%","20708","53.5%","35023","52.7%","0.8pp"
"Slaughter Singer","WG","U","67689","3.65","16638","4.19","68676","67.8%","55.3%","12185","59.7%","14032","57.1%","26217","58.3%","42432","53.4%","4.9pp"
"Slobad, Iron Goblin","R","R","35564","4.85","5812","7.03","11611","32.7%","54.9%","1942","53.2%","2537","53.9%","4479","53.6%","7125","55.7%","-2.1pp"
"Solphim, Mayhem Dominus","R","M","5179","1.58","3383","1.56","18418","87.7%","56.6%","3172","58.4%","3940","59.4%","7112","58.9%","11279","55.2%","3.7pp"
"Soulless Jailer","","R","41405","5.65","5269","8.56","2027","6.3%","47.8%","349","","485","","834","43.3%","1191","50.9%","-7.6pp"
"Staff of Compleation","","M","13331","3.84","1814","5.47","1567","14.7%","46.6%","286","","377","","663","44.0%","899","48.5%","-4.5pp"
"Stinging Hivemaster","B","C","265730","4.65","40704","6.47","198049","80.3%","54.4%","34672","56.1%","44310","54.8%","78982","55.4%","118621","53.8%","1.6pp"
"Surgical Skullbomb","","C","331961","6.61","53925","8.98","185570","57.1%","54.2%","32723","53.2%","44940","56.1%","77663","54.9%","106959","53.6%","1.2pp"
"Swooping Lookout","W","U","96294","4.70","18308","6.13","82666","72.1%","57.1%","14841","61.2%","17192","56.3%","32033","58.6%","50583","56.2%","2.4pp"
"Sword of Forge and Frontier","","M","3495","1.06","3370","1.06","20554","99.2%","56.5%","3555","58.8%","4617","60.2%","8172","59.6%","12293","54.4%","5.2pp"
"Sylvok Battle-Chair","G","U","90799","4.42","20209","5.70","86099","69.4%","55.6%","12882","55.5%","19302","57.8%","32184","56.9%","53794","54.8%","2.1pp"
"Tablet of Compleation","","R","25622","3.66","3991","4.93","12439","52.9%","50.8%","2202","50.1%","2896","48.1%","5098","49.0%","7310","52.0%","-3.0pp"
"Tainted Observer","UG","U","90836","4.78","13522","6.55","38362","48.7%","50.0%","6482","49.8%","9293","52.4%","15775","51.3%","22310","48.9%","2.4pp"
"Tamiyo's Immobilizer","U","U","91795","4.60","22396","5.68","97511","72.7%","53.6%","15937","52.8%","24379","56.2%","40316","54.9%","56458","52.6%","2.2pp"
"Tamiyo's Logbook","U","U","127606","7.37","15597","10.67","16136","17.3%","49.6%","2619","44.1%","3780","47.0%","6399","45.8%","9699","52.0%","-6.2pp"
"Tekuthal, Inquiry Dominus","U","M","5237","1.69","2799","1.62","12930","78.1%","52.5%","2153","54.8%","3298","55.2%","5451","55.0%","7332","50.4%","4.6pp"
"Terramorphic Expanse","","C","302302","5.08","55045","7.24","281522","84.6%","54.5%","51970","55.7%","61480","51.8%","113450","53.6%","165413","55.0%","-1.4pp"
"Testament Bearer","B","C","346236","7.19","44087","10.18","92181","34.5%","53.9%","14966","54.3%","21482","55.1%","36448","54.8%","55372","53.2%","1.6pp"
"The Autonomous Furnace","","C","354406","7.48","55398","10.37","229967","67.4%","56.3%","40557","56.3%","49432","52.6%","89989","54.3%","137617","57.5%","-3.2pp"
"The Dross Pits","","C","349629","7.10","38672","10.36","141935","61.4%","53.4%","24504","53.6%","32387","51.8%","56891","52.6%","84121","53.9%","-1.3pp"
"The Eternal Wanderer","W","R","7635","1.17","6745","1.16","38465","89.7%","58.2%","6467","63.0%","8866","66.3%","15333","64.9%","23031","53.6%","11.3pp"
"The Fair Basilica","","C","348399","6.92","45932","9.99","191254","68.1%","55.5%","33829","55.3%","40316","53.3%","74145","54.2%","116274","56.4%","-2.1pp"
"The Filigree Sylex","","R","17697","2.63","5079","2.95","22507","73.3%","53.8%","3955","54.2%","5153","55.2%","9108","54.7%","13335","53.1%","1.7pp"
"The Hunter Maze","","C","347385","6.91","46323","9.93","197931","70.1%","55.2%","34708","55.0%","42860","51.9%","77568","53.3%","116357","56.2%","-2.9pp"
"The Monumental Facade","","R","32038","4.17","5347","5.82","18317","56.9%","54.1%","3019","53.8%","4101","53.4%","7120","53.6%","10897","54.3%","-0.7pp"
"The Mycosynth Gardens","","R","27643","3.71","5281","4.96","21375","68.0%","53.0%","3735","52.6%","4806","52.7%","8541","52.6%","12613","53.1%","-0.5pp"
"The Seedcore","","R","21965","3.05","5247","3.78","25733","81.2%","54.3%","4687","55.0%","5586","53.1%","10273","54.0%","15171","54.4%","-0.4pp"
"The Surgical Bay","","C","356532","7.87","42807","11.11","134339","52.7%","52.5%","23737","52.8%","31747","51.4%","55484","52.0%","77964","52.8%","-0.8pp"
"Thirsting Roots","G","C","334107","6.72","36698","10.03","80511","36.6%","51.3%","14099","49.1%","17823","49.2%","31922","49.2%","48425","52.7%","-3.5pp"
"Thrill of Possibility","R","C","359590","8.33","46867","11.73","43333","15.1%","52.6%","7317","49.5%","9750","51.4%","17067","50.5%","26262","53.8%","-3.3pp"
"Thrummingbird","U","U","76484","3.86","13276","4.99","54567","71.3%","49.9%","9456","50.1%","13410","50.8%","22866","50.5%","31324","49.4%","1.1pp"
"Thrun, Breaker of Silence","G","R","8855","1.36","6761","1.34","37134","88.4%","56.7%","6296","62.1%","8206","63.0%","14502","62.6%","22562","52.9%","9.7pp"
"Titanic Growth","G","C","339719","6.82","45287","9.82","119701","43.4%","54.9%","18191","54.2%","25519","56.4%","43710","55.4%","75942","54.6%","0.8pp"
"Transplant Theorist","U","U","115227","6.16","16736","8.52","41771","41.8%","52.8%","6876","52.2%","10196","54.2%","17072","53.4%","24589","52.3%","1.1pp"
"Trawler Drake","U","U","73265","3.67","16820","4.51","75182","75.8%","51.8%","12990","53.1%","18604","53.4%","31594","53.3%","43018","50.8%","2.5pp"
"Tyrranax Atrocity","G","C","284000","5.20","33229","7.82","113486","56.7%","52.9%","17337","53.1%","24953","54.2%","42290","53.7%","71034","52.4%","1.3pp"
"Tyrranax Rex","G","M","4675","1.46","2982","1.45","15121","83.4%","55.0%","2309","58.1%","3454","61.1%","5763","59.9%","9327","52.0%","7.9pp"
"Tyvar's Stand","G","U","68688","3.28","20016","4.03","106585","86.2%","56.2%","16779","56.1%","23223","58.1%","40002","57.3%","66476","55.6%","1.7pp"
"Tyvar, Jubilant Brawler","BG","R","21237","3.18","3283","4.30","4985","25.7%","50.2%","788","49.9%","1165","50.0%","1953","49.9%","3012","50.2%","-0.2pp"
"Unctus's Retrofitter","U","U","77063","3.93","20485","4.58","91171","73.0%","55.4%","15645","58.7%","22385","58.4%","38030","58.5%","52719","53.1%","5.4pp"
"Unctus, Grand Metatect","U","R","15200","2.39","6249","2.44","29858","78.6%","54.9%","5191","59.5%","7353","58.4%","12544","58.8%","17130","52.0%","6.8pp"
"Unnatural Restoration","G","U","107784","5.28","13673","7.89","36690","45.2%","51.6%","5584","48.4%","8331","51.6%","13915","50.3%","22713","52.3%","-2.0pp"
"Urabrask's Anointer","R","U","80376","3.92","22117","4.81","108137","78.7%","56.2%","17384","55.6%","24186","57.7%","41570","56.8%","66391","55.9%","0.9pp"
"Urabrask's Forge","R","R","10941","1.73","7651","1.70","44960","92.8%","58.0%","8107","66.2%","9927","59.2%","18034","62.3%","26839","55.0%","7.3pp"
"Urabrask, Heretic Praetor","R","M","2973","1.60","2080","1.57","11552","90.0%","57.0%","1895","61.5%","2566","61.2%","4461","61.3%","7065","54.2%","7.1pp"
"Vanish into Eternity","W","C","320211","6.23","34515","9.49","70921","34.1%","52.2%","10701","49.1%","15521","52.5%","26222","51.1%","44651","52.8%","-1.7pp"
"Vat Emergence","B","U","109185","5.55","11087","8.62","21453","32.9%","50.0%","3155","48.5%","5123","51.7%","8278","50.5%","13103","49.7%","0.8pp"
"Vat of Rebirth","B","U","121157","6.57","12692","10.09","11697","15.5%","47.2%","1927","41.9%","2676","44.5%","4603","43.4%","7054","49.6%","-6.2pp"
"Veil of Assimilation","W","U","117509","6.42","15100","9.28","29580","32.6%","52.2%","4802","48.3%","6618","50.1%","11420","49.3%","18138","54.0%","-4.6pp"
"Venerated Rotpriest","G","R","11875","1.83","4947","1.81","21685","73.6%","53.4%","4051","59.4%","4571","53.1%","8622","56.1%","13038","51.6%","4.5pp"
"Venomous Brutalizer","G","U","61507","3.02","13559","3.79","66076","81.6%","53.4%","10634","53.4%","14451","53.4%","25085","53.4%","40886","53.4%","0.1pp"
"Venser, Corpse Puppet","UB","R","17209","2.75","5010","2.93","18283","61.6%","52.8%","3189","58.8%","4674","56.7%","7863","57.6%","10180","49.0%","8.5pp"
"Vindictive Flamestoker","R","R","18290","2.67","7810","2.84","42100","87.2%","56.7%","7554","59.5%","9169","55.1%","16723","57.1%","25312","56.4%","0.7pp"
"Viral Spawning","G","U","59705","2.96","17444","3.48","83403","78.9%","54.3%","14568","54.4%","17988","55.7%","32556","55.1%","50729","53.7%","1.4pp"
"Vivisection Evangelist","WB","U","68665","3.49","17053","4.18","76837","74.1%","55.0%","11805","53.7%","17107","58.1%","28912","56.3%","47771","54.1%","2.2pp"
"Vivisurgeon's Insight","U","C","346367","7.58","39579","10.88","69948","29.6%","52.2%","10777","50.9%","17961","55.5%","28738","53.7%","40966","51.1%","2.7pp"
"Voidwing Hybrid","UB","U","79998","4.22","14668","5.22","52260","60.3%","52.0%","9091","57.4%","13392","53.8%","22483","55.3%","29177","49.4%","5.8pp"
"Volt Charge","R","C","174347","3.13","66178","3.71","376323","91.9%","56.5%","63606","54.7%","83453","58.0%","147059","56.6%","228894","56.5%","0.1pp"
"Vorinclex, Monstrous Raider","G","M","2380","1.27","1784","1.24","9730","88.6%","56.7%","1618","58.6%","2152","62.4%","3770","60.7%","5938","54.0%","6.8pp"
"Vraan, Executioner Thane","B","R","13542","2.10","4910","2.19","22547","77.1%","53.4%","4070","54.0%","5120","56.8%","9190","55.5%","13281","51.8%","3.7pp"
"Vraska's Fall","B","C","280593","5.30","27997","8.05","93834","56.0%","52.9%","15656","53.1%","21681","54.4%","37337","53.8%","56218","52.3%","1.6pp"
"Vraska, Betrayal's Sting","B","M","3665","1.11","3135","1.10","16770","88.1%","54.4%","2734","56.4%","3905","60.3%","6639","58.7%","10028","51.3%","7.4pp"
"Vulshok Splitter","R","C","332852","6.91","56166","9.48","163079","46.8%","55.8%","26087","55.1%","34943","55.3%","61030","55.2%","101977","56.2%","-1.0pp"
"Watchful Blisterzoa","U","U","108268","5.69","13394","8.23","31312","39.6%","50.0%","4730","48.2%","8040","52.3%","12770","50.8%","18316","49.5%","1.3pp"
"Whisper of the Dross","B","C","305237","5.66","42838","7.96","169414","65.7%","53.8%","28753","53.2%","38891","55.2%","67644","54.3%","101237","53.3%","1.0pp"
"White Sun's Twilight","W","R","8625","1.36","6717","1.33","37700","89.0%","57.7%","6150","62.0%","8401","66.0%","14551","64.3%","23066","53.5%","10.8pp"
"Zealot's Conviction","W","C","341783","6.96","45122","9.98","108821","39.4%","55.1%","16517","54.5%","22846","53.9%","39363","54.2%","69416","55.7%","-1.5pp"
"Zenith Chronicler","","R","31206","4.09","5971","5.61","21728","59.8%","54.5%","3991","54.7%","4636","52.4%","8627","53.5%","13085","55.1%","-1.6pp"
"Zopandrel, Hunger Dominus","G","M","4715","1.45","3089","1.42","15382","82.4%","55.2%","2344","57.0%","3499","60.1%","5843","58.8%","9508","52.9%","5.9pp"
