"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Hylda's Crown of Winter","","R","13219","1.48","9272","1.46","53074","94.7%","54.2%","9135","51.5%","13658","57.2%","22793","54.9%","30117","53.7%","1.2pp"
"Ice Out","U","C","398353","6.86","58942","9.45","184195","51.8%","53.8%","30043","52.9%","56513","58.7%","86556","56.7%","97441","51.4%","5.3pp"
"Icewrought Sentry","U","U","126707","4.88","16488","6.99","54284","55.1%","52.2%","9499","52.1%","15257","55.9%","24756","54.4%","29332","50.3%","4.2pp"
"Imodane's Recruiter","R","U","65714","2.69","37706","2.70","222865","92.3%","58.7%","37952","60.9%","52663","64.1%","90615","62.7%","131732","55.8%","6.9pp"
"Imodane, the Pyrohammer","R","R","24140","2.70","7790","2.97","34816","73.6%","54.7%","5747","54.3%","8354","55.1%","14101","54.8%","20667","54.6%","0.2pp"
"Impact Tremors","R","U","162466","6.10","16713","9.46","27040","26.5%","51.7%","4791","47.4%","5379","47.5%","10170","47.4%","16832","54.3%","-6.8pp"
"Ingenious Prodigy","U","R","17746","2.03","9475","2.05","49707","87.5%","53.9%","8625","53.7%","14307","58.1%","22932","56.4%","26503","51.8%","4.7pp"
"Intangible Virtue","W","U","181546","7.05","18709","10.73","7738","6.8%","47.7%","1276","41.8%","1732","45.3%","3008","43.8%","4724","50.3%","-6.5pp"
"Into the Fae Court","U","C","386315","6.40","64115","8.67","217141","55.9%","54.4%","34485","53.6%","64431","59.8%","98916","57.6%","118608","51.9%","5.7pp"
"Intruder Alarm","U","R","28662","6.56","3280","10.11","134","0.7%","","24","","43","","67","","66","",""
"Johann's Stopgap","U","C","395291","6.52","71873","8.74","257625","59.1%","54.3%","42053","53.0%","77543","58.3%","119596","56.4%","137764","52.3%","4.1pp"
"Johann, Apprentice Sorcerer","UR","U","142871","5.64","28615","7.23","90855","52.5%","54.1%","15179","53.5%","26879","57.5%","42058","56.1%","48128","52.4%","3.7pp"
"Karmic Justice","W","R","25409","5.87","2551","9.48","308","2.0%","","47","","77","","124","","183","",""
"Kellan's Lightblades","W","C","333319","4.98","52547","7.03","222045","70.2%","53.3%","37640","52.2%","56355","55.3%","93995","54.1%","127822","52.8%","1.2pp"
"Kellan, the Fae-Blooded","R","M","8370","1.96","4555","1.94","23766","84.4%","56.4%","4176","58.7%","5372","57.2%","9548","57.9%","14221","55.5%","2.4pp"
"Kindled Heroism","R","C","437113","8.64","48330","12.40","16187","5.4%","52.2%","2460","51.8%","3438","50.6%","5898","51.1%","10278","52.9%","-1.8pp"
"Kindred Discovery","U","M","10887","4.89","1292","7.46","1108","14.1%","49.7%","172","","287","","459","","644","49.5%",""
"Knight of Doves","W","U","134829","5.29","15519","7.69","41725","45.1%","50.3%","6972","47.4%","9873","50.4%","16845","49.2%","24827","51.1%","-1.9pp"
"Knightly Valor","W","U","151690","5.08","19565","7.46","61504","52.7%","51.8%","9358","50.5%","14805","52.1%","24163","51.5%","37068","51.8%","-0.4pp"
"Korvold and the Noble Thief","R","U","160755","6.49","16564","10.13","17646","17.5%","50.6%","2910","48.9%","4400","50.0%","7310","49.6%","10320","51.3%","-1.8pp"
"Land Tax","W","M","7472","3.37","1312","4.36","4307","54.4%","53.4%","794","60.3%","1000","51.2%","1794","55.2%","2505","52.2%","3.0pp"
"Leaping Ambush","G","C","433156","8.32","55085","11.74","58464","17.3%","55.1%","9159","54.3%","13722","55.5%","22881","55.0%","35533","55.1%","-0.1pp"
"Leyline of Abundance","G","R","26270","5.78","2828","9.26","580","3.4%","45.2%","1","","129","","130","","450","",""
"Leyline of Anticipation","U","R","26057","5.89","2890","9.43","1028","5.8%","43.7%","0","","281","","281","","743","46.4%",""
"Leyline of Lightning","R","R","26480","5.94","2902","9.51","672","3.8%","46.0%","1","","133","","134","","538","48.7%",""
"Leyline of Sanctity","W","R","27699","6.19","3027","9.83","141","0.8%","","0","","23","","23","","118","",""
"Leyline of the Void","B","R","28097","6.15","3158","9.71","99","0.5%","","1","","15","","16","","83","",""
"Lich-Knights' Conquest","B","R","34236","3.72","5937","4.88","15896","45.2%","50.8%","2398","44.8%","3870","51.6%","6268","49.0%","9583","51.8%","-2.8pp"
"Likeness Looter","UB","R","31927","3.63","6932","4.46","21421","52.1%","52.1%","3579","52.1%","5991","53.4%","9570","52.9%","11739","51.4%","1.5pp"
"Living Lectern","U","C","427197","8.06","51795","11.42","69304","22.2%","52.1%","12135","51.1%","19475","54.7%","31610","53.3%","37372","51.1%","2.3pp"
"Lord Skitter's Blessing","B","R","16810","1.91","7370","1.94","36719","82.8%","53.7%","6313","53.6%","8874","53.8%","15187","53.7%","21421","53.7%","-0.0pp"
"Lord Skitter's Butcher","B","U","85744","3.03","25983","3.70","138730","85.8%","56.9%","24010","57.6%","32641","58.3%","56651","58.0%","81770","56.1%","1.9pp"
"Lord Skitter, Sewer King","B","R","11883","1.36","9613","1.34","56661","93.1%","58.2%","10122","66.2%","13768","61.5%","23890","63.5%","32650","54.4%","9.1pp"
"Mana Flare","R","R","29369","6.56","3438","10.14","157","0.7%","","23","","36","","59","","98","",""
"Merfolk Coralsmith","U","C","438587","8.81","49772","12.48","21128","7.0%","51.6%","3683","51.0%","5752","54.1%","9435","52.9%","11628","50.6%","2.4pp"
"Merry Bards","R","C","402233","6.63","59433","9.46","169242","45.7%","55.9%","27994","54.3%","36783","54.4%","64777","54.4%","104401","56.8%","-2.4pp"
"Minecart Daredevil","R","C","373222","5.80","63311","8.15","263963","66.6%","56.9%","44355","56.0%","57978","56.8%","102333","56.4%","161455","57.1%","-0.7pp"
"Mintstrosity","B","C","334717","4.78","72351","6.43","372331","82.8%","56.6%","66404","58.4%","85475","55.9%","151879","57.0%","219677","56.3%","0.6pp"
"Misleading Motes","U","C","430668","8.20","53872","11.54","50422","15.5%","52.4%","7974","49.4%","14318","55.5%","22292","53.3%","27968","51.5%","1.8pp"
"Mocking Sprite","U","C","371046","6.22","43777","9.07","134892","52.0%","52.0%","23190","51.5%","37542","54.1%","60732","53.1%","73556","51.1%","2.1pp"
"Moment of Valor","W","C","404346","6.88","43336","10.38","71969","27.3%","53.0%","11096","51.7%","17302","54.3%","28398","53.3%","43518","52.7%","0.6pp"
"Monstrous Rage","R","U","112978","4.06","30590","5.03","159192","82.7%","57.5%","25645","57.3%","35030","58.7%","60675","58.1%","98398","57.1%","1.0pp"
"Moonshaker Cavalry","W","M","10473","2.37","2928","2.49","9994","58.0%","50.4%","1468","46.0%","2422","52.7%","3890","50.2%","6076","50.5%","-0.3pp"
"Mosswood Dreadknight","G","R","14801","1.71","9914","1.66","54638","89.0%","56.8%","10066","62.1%","13463","59.3%","23529","60.5%","31000","53.9%","6.6pp"
"Nature's Will","G","R","25161","5.65","2576","9.22","478","3.0%","","60","","141","","201","","276","",""
"Necropotence","B","M","10152","4.48","1601","6.35","2464","25.3%","52.9%","389","","637","51.2%","1026","51.0%","1428","54.2%","-3.2pp"
"Neva, Stalked by Nightmares","WB","U","117467","4.32","22589","5.79","86468","63.6%","53.2%","13801","50.5%","22213","55.4%","36014","53.5%","50291","52.9%","0.6pp"
"Night of the Sweets' Revenge","G","U","148956","5.86","19762","8.54","38006","31.9%","52.4%","6070","50.2%","9303","52.0%","15373","51.3%","22570","53.1%","-1.8pp"
"Not Dead After All","B","C","404141","6.72","48485","10.02","104599","35.0%","54.8%","16716","53.8%","24061","55.7%","40777","54.9%","63573","54.6%","0.3pp"
"Obyra's Attendants","U","C","381253","6.22","50452","8.99","162050","53.9%","52.1%","26545","49.9%","46218","55.7%","72763","53.6%","88620","50.8%","2.8pp"
"Obyra, Dreaming Duelist","UB","U","124705","4.99","20215","6.65","69371","56.7%","54.6%","11936","57.0%","19477","57.2%","31413","57.1%","37614","52.4%","4.7pp"
"Omniscience","U","M","12731","5.55","1406","8.74","42","0.5%","","14","","9","","23","","19","",""
"Oppression","B","R","25275","5.85","2624","9.38","577","3.5%","39.2%","96","","150","","246","","327","",""
"Oversold Cemetery","B","R","17294","3.82","2876","4.96","8409","49.7%","50.2%","1354","45.1%","2067","49.1%","3421","47.5%","4958","52.1%","-4.6pp"
"Parallel Lives","G","M","9501","4.41","1233","6.53","1637","22.6%","47.3%","282","","372","","654","45.0%","980","48.9%","-3.9pp"
"Phyrexian Unlife","W","R","25809","5.80","2588","9.35","566","3.6%","46.6%","91","","132","","223","","343","",""
"Picklock Prankster","U","U","117765","4.31","25987","5.47","122661","77.6%","55.5%","21759","57.4%","34901","59.1%","56660","58.5%","65282","52.8%","5.7pp"
"Picnic Ruiner","R","U","107805","3.88","31720","4.77","162294","81.6%","57.2%","28370","58.6%","36872","57.9%","65242","58.2%","96876","56.5%","1.7pp"
"Plunge into Winter","W","C","429226","8.29","41936","12.22","21108","8.3%","49.4%","3564","46.4%","5540","52.3%","9104","50.0%","11980","48.9%","1.1pp"
"Pollen-Shield Hare","W","R","29292","3.23","7011","3.80","27441","64.6%","54.7%","4793","53.2%","6213","54.9%","11006","54.2%","16471","55.0%","-0.9pp"
"Polluted Bonds","B","R","24331","5.51","2364","9.14","560","3.9%","43.2%","84","","126","","210","","349","",""
"Primal Vigor","G","R","23733","5.36","2574","8.51","1399","9.1%","45.2%","211","","323","","534","36.0%","862","51.0%","-15.1pp"
"Prismatic Omen","G","R","25756","5.72","2970","8.89","1614","9.0%","43.9%","287","","407","","694","40.6%","919","46.4%","-5.7pp"
"Prophetic Prism","","C","369611","5.43","74789","7.46","287928","63.1%","54.4%","53464","55.2%","73474","56.0%","126938","55.6%","160337","53.4%","2.3pp"
"Protective Parents","W","C","406664","7.01","42137","10.50","71275","28.0%","51.3%","11950","50.8%","16048","50.0%","27998","50.3%","43272","52.0%","-1.6pp"
"Questing Druid","G","R","18929","2.19","8469","2.22","42563","82.7%","54.5%","7713","55.2%","10191","56.9%","17904","56.1%","24625","53.3%","2.9pp"
"Quick Study","U","C","390565","6.52","53788","9.27","163033","50.5%","53.1%","28436","51.9%","47347","56.4%","75783","54.7%","87369","51.9%","2.9pp"
"Raging Battle Mouse","R","R","22168","2.43","8514","2.64","45178","86.0%","56.2%","8107","57.4%","9899","55.2%","18006","56.2%","27137","56.2%","0.0pp"
"Raid Bombardment","R","U","170470","6.42","19457","9.68","27699","23.3%","52.3%","4407","46.7%","5724","50.9%","10131","49.1%","17536","54.2%","-5.2pp"
"Rankle's Prank","B","R","21101","2.38","7366","2.53","34498","77.0%","54.8%","5700","53.8%","8424","58.1%","14124","56.4%","20279","53.7%","2.7pp"
"Rat Out","B","C","375347","5.80","68426","7.94","269614","63.3%","57.0%","46044","58.4%","61313","57.3%","107357","57.8%","161707","56.5%","1.3pp"
"Ratcatcher Trainee","R","C","277604","4.04","72567","5.18","409777","90.0%","57.3%","73152","57.2%","88524","56.5%","161676","56.8%","247594","57.6%","-0.7pp"
"Realm-Scorcher Hellkite","R","M","5923","1.34","4912","1.31","28626","91.9%","58.1%","4767","61.0%","7288","64.4%","12055","63.1%","16469","54.3%","8.8pp"
"Redcap Gutter-Dweller","R","R","14248","1.63","10435","1.60","61499","91.9%","59.2%","10626","64.8%","14424","63.7%","25050","64.2%","36307","55.7%","8.4pp"
"Redcap Thief","R","C","370649","5.72","66651","7.88","286795","68.9%","56.7%","49594","57.5%","65249","56.3%","114843","56.9%","171588","56.6%","0.3pp"
"Redtooth Genealogist","G","C","363059","5.48","57892","7.86","254809","71.7%","55.0%","43362","55.3%","61001","55.8%","104363","55.6%","150236","54.7%","0.9pp"
"Redtooth Vanguard","G","U","113819","3.99","26168","5.19","132080","82.7%","54.9%","23404","55.3%","31321","53.7%","54725","54.4%","77251","55.2%","-0.9pp"
"Regal Bunnicorn","W","R","15513","1.79","8951","1.81","48114","87.0%","56.3%","8587","61.2%","11989","58.5%","20576","59.6%","27688","53.9%","5.7pp"
"Repercussion","R","M","11557","5.28","1323","8.16","809","10.0%","48.7%","125","","192","","317","","491","",""
"Rest in Peace","W","R","29563","6.66","3567","10.14","30","0.1%","","4","","9","","13","","17","",""
"Restless Bivouac","","R","29261","3.03","9231","3.51","41700","73.1%","56.6%","7890","59.9%","9274","55.4%","17164","57.5%","24504","55.9%","1.5pp"
"Restless Cottage","","R","21690","2.35","9789","2.50","47970","79.3%","56.6%","8838","60.3%","11845","58.2%","20683","59.1%","27221","54.7%","4.4pp"
"Restless Fortress","","R","27160","2.78","8367","3.25","36099","70.7%","54.8%","6582","57.2%","8564","56.2%","15146","56.7%","20866","53.5%","3.1pp"
"Restless Spire","","R","36464","3.66","8686","4.63","30214","57.5%","53.6%","5529","54.7%","8202","55.6%","13731","55.3%","16358","52.1%","3.2pp"
"Restless Vinestalk","","R","28181","2.95","9347","3.32","39240","68.8%","55.1%","7143","59.6%","10759","58.2%","17902","58.7%","21253","52.1%","6.6pp"
"Return Triumphant","W","C","394514","6.57","50866","9.52","146318","47.1%","54.3%","22996","52.8%","33324","54.5%","56320","53.8%","89882","54.6%","-0.8pp"
"Return from the Wilds","G","C","372185","5.79","56733","8.25","205122","59.5%","53.7%","36215","54.3%","50456","53.4%","86671","53.8%","118286","53.7%","0.1pp"
"Rhystic Study","U","M","7936","3.74","969","5.17","1818","32.9%","46.1%","322","","500","45.4%","822","45.5%","984","46.8%","-1.4pp"
"Rimefur Reindeer","W","C","405852","7.16","40260","10.75","58189","24.0%","51.3%","9202","50.1%","13978","51.0%","23180","50.6%","35015","51.8%","-1.1pp"
"Rootrider Faun","G","C","295615","4.31","65137","5.69","348337","87.4%","55.2%","62958","57.7%","83144","53.7%","146102","55.5%","201877","55.0%","0.5pp"
"Rotisserie Elemental","R","R","34097","3.55","8344","4.38","37585","72.9%","56.2%","6758","59.2%","8131","53.4%","14889","56.0%","22678","56.3%","-0.2pp"
"Rowan's Grim Search","B","C","406864","6.64","53142","9.74","121177","37.2%","53.9%","20154","50.8%","29474","54.2%","49628","52.8%","71328","54.5%","-1.7pp"
"Rowan, Scion of War","BR","M","15354","3.36","3207","4.24","8976","45.4%","55.2%","1504","54.5%","1953","55.3%","3457","54.9%","5520","55.4%","-0.4pp"
"Royal Treatment","G","U","117841","4.12","29619","5.19","150412","81.9%","56.1%","24113","57.7%","36862","58.8%","60975","58.4%","89263","54.6%","3.8pp"
"Ruby, Daring Tracker","RG","U","132736","5.18","24894","6.76","89305","57.9%","56.0%","15598","59.3%","20439","55.7%","36037","57.3%","53223","55.2%","2.1pp"
"Sanguine Bond","B","R","25538","5.72","2798","9.09","1249","7.4%","47.8%","208","","296","","504","43.3%","742","50.8%","-7.6pp"
"Savior of the Sleeping","W","C","396267","6.73","38140","10.29","70519","30.8%","51.2%","12029","50.2%","16260","50.9%","28289","50.6%","42193","51.6%","-1.0pp"
"Scalding Viper","R","R","24039","2.70","9630","2.88","49512","83.4%","56.1%","8795","56.6%","12277","58.8%","21072","57.9%","28236","54.8%","3.1pp"
"Scarecrow Guide","","C","420907","7.06","60126","10.10","129837","35.3%","53.2%","23864","52.1%","30594","52.7%","54458","52.4%","75198","53.6%","-1.2pp"
"Scream Puff","B","C","362905","5.48","51874","8.08","188838","59.3%","54.7%","29918","53.6%","47054","56.0%","76972","55.1%","111511","54.3%","0.7pp"
"Season of Growth","G","U","170547","6.21","20465","9.35","34109","27.4%","52.8%","5947","51.6%","7705","50.6%","13652","51.0%","20447","54.0%","-2.9pp"
"Sentinel of Lost Lore","G","R","20602","2.29","8024","2.46","40452","83.5%","54.6%","6859","55.6%","9993","56.2%","16852","56.0%","23573","53.6%","2.3pp"
"Sharae of Numbing Depths","WU","U","123583","4.81","21578","6.38","66382","51.3%","53.1%","11062","54.1%","19761","58.9%","30823","57.2%","35365","49.6%","7.6pp"
"Shared Animosity","R","R","23718","5.36","2897","8.12","3882","21.8%","53.3%","623","46.4%","792","51.1%","1415","49.0%","2462","55.9%","-6.8pp"
"Shatter the Oath","B","C","308040","4.49","51176","6.36","227504","72.2%","55.2%","35144","53.8%","56312","58.1%","91456","56.5%","135451","54.3%","2.2pp"
"Shrouded Shepherd","W","U","97929","3.53","28515","4.28","138163","78.8%","55.9%","24302","56.3%","32571","57.8%","56873","57.2%","81092","55.0%","2.2pp"
"Skewer Slinger","R","C","415293","7.32","52545","10.66","92364","28.5%","54.2%","16316","52.9%","21767","53.5%","38083","53.2%","54091","54.9%","-1.6pp"
"Skybeast Tracker","G","C","423388","7.66","46891","11.29","48016","16.8%","52.0%","7744","50.1%","12234","52.3%","19978","51.5%","27969","52.3%","-0.8pp"
"Sleep-Cursed Faerie","U","R","19477","2.19","9041","2.21","46065","82.4%","55.8%","8287","67.1%","13201","57.8%","21488","61.4%","24328","50.8%","10.6pp"
"Sleight of Hand","U","C","419881","7.73","55352","10.86","106749","31.8%","54.6%","18810","54.4%","30781","57.4%","49591","56.3%","56725","53.1%","3.2pp"
"Slumbering Keepguard","W","C","406553","7.22","42409","10.75","71428","27.8%","52.2%","12535","53.4%","15276","49.7%","27811","51.3%","43567","52.8%","-1.5pp"
"Smothering Tithe","W","M","9628","4.43","977","7.15","751","13.1%","45.1%","127","","174","","301","","448","",""
"Snaremaster Sprite","U","C","385856","6.60","44779","9.59","119388","45.0%","51.3%","20720","51.5%","32394","53.5%","53114","52.7%","65713","50.2%","2.5pp"
"Sneak Attack","R","M","12371","5.43","1426","8.60","153","1.7%","","18","","37","","55","","98","",""
"Solitary Sanctuary","W","U","144793","6.01","14500","9.19","22182","25.8%","48.0%","3759","43.6%","6076","50.8%","9835","48.0%","12249","48.0%","0.1pp"
"Song of Totentanz","R","R","15047","1.72","10418","1.71","59561","92.0%","56.7%","9827","56.3%","14097","60.9%","23924","59.0%","35565","55.1%","3.9pp"
"Soul-Guide Lantern","","U","184445","8.21","19665","11.99","1375","1.1%","48.7%","212","","325","","537","46.6%","835","50.3%","-3.7pp"
"Specter of Mortality","B","R","15572","1.78","8596","1.77","44201","84.4%","54.8%","6975","53.1%","11007","58.7%","17982","56.5%","26055","53.7%","2.8pp"
"Spell Stutter","U","C","373479","6.18","60644","8.39","226742","61.5%","55.0%","39644","56.7%","64521","58.3%","104165","57.7%","121526","52.6%","5.1pp"
"Spellbook Vendor","W","R","13653","1.55","9636","1.52","55047","91.0%","57.0%","10019","64.5%","13730","60.6%","23749","62.2%","31443","53.2%","9.1pp"
"Spellscorn Coven","B","U","108243","3.90","27088","4.98","126796","76.4%","55.8%","21183","56.3%","33711","58.9%","54894","57.9%","71367","54.2%","3.7pp"
"Spider Food","G","C","430543","8.25","43386","12.23","17070","6.5%","51.1%","2712","48.6%","4137","52.7%","6849","51.1%","10204","51.1%","0.0pp"
"Spiteful Hexmage","B","R","22950","2.46","8938","2.65","45116","81.7%","56.3%","8112","60.4%","10475","56.8%","18587","58.4%","26438","54.8%","3.6pp"
"Splashy Spellcaster","U","U","135267","5.17","19103","7.28","60590","53.4%","51.4%","10039","50.3%","17412","54.8%","27451","53.1%","32866","49.9%","3.2pp"
"Spreading Seas","U","U","189490","7.08","24828","10.20","32371","21.4%","53.1%","5786","53.0%","9371","55.4%","15157","54.5%","17036","51.8%","2.7pp"
"Stab Wound","B","U","101247","3.25","23196","4.13","116298","83.2%","53.8%","19892","51.6%","28681","55.9%","48573","54.1%","67270","53.5%","0.7pp"
"Stingblade Assassin","B","C","384953","6.11","43348","9.29","111667","42.1%","54.0%","17820","52.0%","26666","55.2%","44486","53.9%","66900","54.0%","-0.0pp"
"Stockpiling Celebrant","W","C","344308","5.26","72210","6.91","316880","71.5%","55.5%","53531","55.2%","77215","56.6%","130746","56.0%","186020","55.2%","0.9pp"
"Stonesplitter Bolt","R","U","91563","3.28","24648","4.08","128069","85.0%","55.0%","20977","53.5%","31363","56.7%","52340","55.4%","75794","54.7%","0.8pp"
"Stormkeld Prowler","U","C","428466","8.23","47916","11.83","46608","16.1%","51.5%","8033","51.1%","13119","54.4%","21152","53.2%","25321","50.0%","3.2pp"
"Stormkeld Vanguard","G","U","85279","3.11","23908","3.80","128100","87.4%","55.4%","21175","55.9%","32503","58.2%","53678","57.3%","74128","54.0%","3.3pp"
"Stroke of Midnight","W","U","115766","4.39","14277","6.25","48262","57.4%","50.2%","7729","46.3%","12068","50.0%","19797","48.6%","28445","51.3%","-2.7pp"
"Succumb to the Cold","U","U","160551","6.68","16594","10.18","21430","21.7%","49.0%","3490","44.8%","5976","52.7%","9466","49.8%","11992","48.2%","1.6pp"
"Sugar Rush","B","C","424266","7.71","45873","11.41","35956","12.8%","54.1%","5701","52.1%","8038","55.2%","13739","53.9%","22136","54.1%","-0.2pp"
"Sweettooth Witch","B","C","336499","4.91","68779","6.65","330777","77.2%","56.6%","56685","56.1%","78715","58.0%","135400","57.2%","194561","56.2%","1.0pp"
"Syr Armont, the Redeemer","WG","U","110499","4.10","22508","5.42","93181","68.6%","53.6%","14939","53.8%","23485","57.5%","38424","56.0%","54709","51.8%","4.3pp"
"Syr Ginger, the Meal Ender","","R","19975","2.21","7398","2.41","39818","88.6%","54.6%","7266","55.5%","9512","54.2%","16778","54.8%","23025","54.5%","0.2pp"
"Taken by Nightmares","B","U","68918","2.54","25227","2.95","137685","88.8%","55.5%","22119","54.8%","34332","57.9%","56451","56.7%","80950","54.7%","2.0pp"
"Talion's Messenger","U","R","17632","2.01","9727","1.98","51639","86.3%","56.3%","9124","62.7%","14960","61.4%","24084","61.9%","27257","51.3%","10.7pp"
"Talion, the Kindly Lord","UB","M","7518","1.77","4533","1.70","23118","83.0%","55.8%","3859","59.1%","6724","61.2%","10583","60.4%","12417","51.7%","8.7pp"
"Tangled Colony","B","R","16852","1.88","8974","1.88","48140","86.1%","57.1%","8577","63.6%","11140","57.9%","19717","60.3%","28356","54.9%","5.4pp"
"Tanglespan Lookout","G","U","105105","3.84","24736","4.86","115172","75.8%","55.0%","20160","56.6%","27832","55.5%","47992","56.0%","67250","54.3%","1.7pp"
"Tattered Ratter","R","U","136652","5.18","23923","7.08","96004","64.3%","56.3%","17094","57.0%","19506","53.9%","36600","55.3%","59307","57.0%","-1.7pp"
"Tempest Hart","G","U","149652","5.65","20750","8.18","52427","42.0%","52.6%","8836","51.9%","13903","54.7%","22739","53.6%","29594","51.7%","1.9pp"
"Tenacious Tomeseeker","U","U","139774","5.23","27333","6.88","106111","64.7%","53.7%","17511","51.7%","31609","57.9%","49120","55.7%","56414","52.0%","3.7pp"
"Territorial Witchstalker","G","C","411684","7.07","53721","10.20","125453","38.3%","53.6%","22042","53.1%","29434","52.3%","51476","52.6%","73808","54.2%","-1.6pp"
"The Apprentice's Folly","UR","R","47429","5.05","8496","6.78","14483","28.4%","51.3%","2212","48.8%","4205","54.3%","6417","52.4%","7992","50.3%","2.1pp"
"The End","B","R","17915","2.00","8734","2.03","45821","85.6%","55.3%","7398","53.1%","11377","58.1%","18775","56.1%","26986","54.7%","1.4pp"
"The Goose Mother","UG","R","14508","1.73","10233","1.68","55880","88.6%","56.0%","9367","59.3%","15565","64.0%","24932","62.2%","30681","50.8%","11.5pp"
"The Huntsman's Redemption","G","R","16325","1.86","9894","1.84","53574","88.3%","56.1%","9495","58.4%","13449","61.5%","22944","60.2%","30752","53.1%","7.2pp"
"The Irencrag","","R","35726","3.74","6672","4.75","17221","43.6%","50.8%","3168","50.0%","4099","49.0%","7267","49.5%","9926","51.7%","-2.3pp"
"The Princess Takes Flight","W","U","96240","3.57","30580","4.13","145480","77.2%","55.8%","24150","56.4%","37587","59.3%","61737","58.1%","83871","54.1%","4.0pp"
"The Witch's Vanity","B","U","72729","2.62","28467","3.03","157610","88.6%","57.0%","27868","58.8%","38084","59.2%","65952","59.1%","91191","55.4%","3.6pp"
"Threadbind Clique","U","U","97961","3.61","26944","4.38","129264","79.0%","54.5%","21730","54.8%","38066","59.5%","59796","57.8%","68851","51.6%","6.2pp"
"Three Blind Mice","W","R","19408","2.17","8944","2.22","45632","83.7%","55.4%","7913","58.5%","11211","56.1%","19124","57.1%","26565","54.2%","2.9pp"
"Three Bowls of Porridge","","U","160311","5.80","18834","8.86","36091","31.6%","53.0%","6373","50.4%","9115","55.3%","15488","53.2%","20527","52.8%","0.4pp"
"Thunderous Debut","G","R","47465","4.95","5733","7.59","4851","14.0%","51.9%","707","50.9%","1248","54.3%","1955","53.1%","2889","51.2%","1.9pp"
"Titanic Growth","G","C","425964","7.88","52039","11.33","72562","22.8%","54.7%","11195","54.7%","16800","56.9%","27995","56.0%","44522","53.8%","2.2pp"
