"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Deathbloom Gardener","G","C","375808","5.45","45257","8.08","177284","74.9%","54.6%","31681","54.1%","43953","54.6%","75634","54.4%","100245","54.9%","-0.5pp"
"Defiler of Dreams","U","R","14311","1.73","8325","1.69","38220","86.4%","55.3%","6408","53.9%","11441","58.0%","17849","56.6%","19627","54.2%","2.4pp"
"Defiler of Faith","W","R","13081","1.55","7233","1.52","32156","85.6%","56.1%","5375","57.3%","8097","57.1%","13472","57.2%","18493","55.4%","1.8pp"
"Defiler of Flesh","B","R","14096","1.72","7356","1.70","32163","84.3%","54.8%","5453","55.9%","8936","57.2%","14389","56.7%","17407","53.1%","3.6pp"
"Defiler of Instinct","R","R","13910","1.65","7795","1.60","35182","84.8%","57.0%","6078","59.6%","8804","58.1%","14882","58.7%","20042","55.8%","2.9pp"
"Defiler of Vigor","G","R","11492","1.37","8253","1.34","38729","87.2%","56.9%","6480","59.5%","10351","61.4%","16831","60.7%","21002","53.4%","7.3pp"
"Destroy Evil","W","C","319273","4.49","64378","5.74","290042","83.3%","58.2%","48801","57.9%","77015","60.4%","125816","59.4%","161965","57.2%","2.2pp"
"Djinn of the Fountain","U","U","117862","4.79","17813","6.60","57535","62.4%","53.1%","9619","50.4%","17185","54.3%","26804","52.9%","29954","53.3%","-0.4pp"
"Drag to the Bottom","B","R","15721","1.90","9036","1.86","41772","84.9%","57.6%","7222","60.9%","12016","63.5%","19238","62.5%","21688","52.9%","9.6pp"
"Dragon Whelp","R","U","110179","4.34","18515","5.73","70679","73.3%","55.1%","11909","53.1%","17486","54.6%","29395","54.0%","40977","55.8%","-1.8pp"
"Eerie Soultender","B","C","412010","6.27","74135","8.41","268785","67.5%","56.1%","47329","56.1%","72885","57.1%","120214","56.7%","146789","55.5%","1.2pp"
"Elas il-Kor, Sadistic Pilgrim","WB","U","79710","3.17","21661","3.71","92825","80.6%","57.3%","16213","60.0%","24587","59.7%","40800","59.8%","51397","55.2%","4.7pp"
"Electrostatic Infantry","R","U","81038","3.25","25033","3.65","114180","84.9%","57.4%","20593","60.4%","30042","56.1%","50635","57.9%","62711","57.0%","0.9pp"
"Elfhame Wurm","G","C","405909","6.16","45160","9.26","135149","57.7%","54.1%","22560","52.3%","34518","54.6%","57078","53.7%","76344","54.3%","-0.6pp"
"Elvish Hydromancer","G","U","124673","4.87","19867","6.73","74308","71.1%","54.5%","12671","51.8%","19447","55.4%","32118","54.0%","41107","54.6%","-0.7pp"
"Ertai Resurrected","UB","R","16914","2.06","8807","2.04","40576","85.1%","57.7%","6736","58.4%","12266","63.0%","19002","61.4%","20662","53.9%","7.5pp"
"Ertai's Scorn","U","U","149706","6.37","20762","9.21","50970","45.6%","55.8%","8663","55.4%","15373","58.4%","24036","57.3%","26335","54.1%","3.3pp"
"Essence Scatter","U","C","341922","4.90","88943","6.12","415249","85.5%","57.1%","72806","58.5%","122508","59.0%","195314","58.9%","215210","55.4%","3.4pp"
"Evolved Sleeper","B","R","12926","1.55","8152","1.51","38994","88.5%","57.2%","7061","62.9%","10811","59.3%","17872","60.7%","20694","54.1%","6.6pp"
"Extinguish the Light","B","C","202245","2.88","63525","3.46","308388","90.6%","56.6%","51702","56.0%","87970","60.3%","139672","58.7%","163907","54.6%","4.1pp"
"Fires of Victory","R","U","90639","3.57","29791","4.11","140556","85.7%","58.1%","24638","59.2%","38217","60.0%","62855","59.7%","75794","56.7%","3.0pp"
"Floriferous Vinewall","G","C","368367","5.29","66351","7.12","274633","77.5%","55.9%","50273","56.5%","69334","56.9%","119607","56.7%","149061","55.2%","1.5pp"
"Flowstone Infusion","R","C","363967","5.20","69752","6.92","294098","78.6%","57.0%","51003","57.3%","73454","56.6%","124457","56.9%","160776","56.8%","0.1pp"
"Flowstone Kavu","R","C","412133","6.34","59319","8.88","203456","64.6%","56.6%","35720","56.8%","48917","54.9%","84637","55.7%","118269","57.2%","-1.4pp"
"Founding the Third Path","U","U","157118","7.10","18519","10.55","16015","16.4%","52.6%","2774","46.5%","4746","52.7%","7520","50.4%","8293","54.3%","-3.9pp"
"Frostfist Strider","U","U","86707","3.38","28547","3.91","132266","86.5%","56.3%","21982","55.2%","39291","58.5%","61273","57.3%","68811","55.3%","2.0pp"
"Furious Bellow","R","C","439729","7.33","54659","10.47","128986","44.6%","56.7%","21271","55.2%","31668","56.4%","52939","55.9%","75428","57.2%","-1.3pp"
"Gaea's Might","G","C","434932","6.88","68005","9.53","209906","58.0%","56.9%","35152","56.3%","51491","59.0%","86643","57.9%","118344","55.8%","2.1pp"
"Garna, Bloodfist of Keld","BR","U","110934","4.61","15655","6.25","45930","57.0%","53.3%","7678","51.5%","11504","54.0%","19182","53.0%","26484","53.5%","-0.5pp"
"Geothermal Bog","","C","352866","4.71","68812","6.57","318856","86.6%","56.1%","57384","57.1%","80334","55.0%","137718","55.9%","173399","56.1%","-0.3pp"
"Ghitu Amplifier","R","C","399915","6.33","69887","8.30","244407","65.6%","56.2%","43473","55.0%","66327","55.0%","109800","55.0%","132570","57.1%","-2.1pp"
"Gibbering Barricade","B","C","404059","6.15","66387","8.51","220202","62.3%","55.8%","38684","54.4%","59936","57.2%","98620","56.1%","114901","55.2%","0.9pp"
"Goblin Picker","R","C","435614","7.04","60789","9.90","175204","53.8%","57.2%","32090","57.9%","41668","54.5%","73758","56.0%","101054","58.1%","-2.1pp"
"Golden Argosy","","R","22554","2.68","7379","2.81","24710","65.0%","53.7%","4099","51.9%","6770","53.2%","10869","52.7%","13599","54.4%","-1.7pp"
"Griffin Protector","W","C","366656","5.30","48971","7.59","183064","71.3%","56.4%","30826","54.8%","45400","55.4%","76226","55.1%","106357","57.3%","-2.2pp"
"Guardian of New Benalia","W","R","13450","1.61","8297","1.59","40307","89.1%","59.5%","7474","67.1%","10025","59.3%","17499","62.6%","22618","57.1%","5.5pp"
"Hammerhand","R","C","460187","8.71","48019","12.53","19946","7.8%","54.9%","3310","50.8%","4434","52.3%","7744","51.7%","12168","56.9%","-5.2pp"
"Haughty Djinn","U","R","16260","1.95","9303","1.91","45697","89.6%","58.2%","8061","60.5%","13791","61.7%","21852","61.2%","22954","55.1%","6.2pp"
"Haunted Mire","","C","336930","4.50","73287","6.07","356868","90.8%","56.2%","65290","57.3%","89827","56.1%","155117","56.6%","192575","55.8%","0.8pp"
"Haunting Figment","U","C","426825","6.95","66295","9.62","198968","56.5%","54.8%","35461","55.2%","56363","53.3%","91824","54.0%","106049","55.5%","-1.5pp"
"Herd Migration","G","R","13235","1.58","9602","1.56","48328","90.4%","58.9%","8389","61.5%","13254","66.2%","21643","64.4%","25500","53.6%","10.8pp"
"Hero's Heirloom","","U","159956","6.76","15499","10.36","18867","23.2%","54.7%","3178","52.2%","4554","52.4%","7732","52.3%","10939","56.2%","-3.9pp"
"Heroic Charge","W","C","411815","6.59","61864","8.95","178616","54.6%","57.6%","28373","54.9%","42603","56.9%","70976","56.1%","107309","58.6%","-2.5pp"
"Hexbane Tortoise","G","C","449119","7.94","43751","11.86","45242","19.7%","54.0%","7907","53.2%","10413","51.0%","18320","51.9%","26737","55.5%","-3.6pp"
"Hurler Cyclops","R","U","136149","5.57","19300","7.67","50127","49.7%","55.5%","8286","52.7%","12248","54.7%","20534","53.9%","29439","56.6%","-2.7pp"
"Hurloon Battle Hymn","R","U","60891","2.41","26054","2.71","131104","93.1%","57.6%","22721","57.7%","34240","59.7%","56961","58.9%","72818","56.6%","2.3pp"
"Idyllic Beachfront","","C","352607","4.70","76837","6.48","368526","89.0%","56.4%","67074","58.3%","98402","55.6%","165476","56.7%","194251","56.1%","0.6pp"
"Impede Momentum","U","C","433095","7.32","51542","10.66","88402","32.6%","54.0%","15313","50.0%","24704","55.4%","40017","53.3%","47465","54.5%","-1.1pp"
"Impulse","U","C","406716","6.17","77739","8.28","306599","72.2%","57.1%","55035","57.3%","90136","59.0%","145171","58.4%","158909","56.0%","2.4pp"
"In Thrall to the Pit","R","C","451199","7.99","50245","11.61","46797","17.7%","53.5%","7770","51.0%","11852","55.0%","19622","53.4%","26869","53.5%","-0.1pp"
"Inscribed Tablet","","U","166431","7.11","17699","10.73","20219","21.6%","53.2%","3865","50.9%","5046","52.2%","8911","51.6%","11245","54.4%","-2.8pp"
"Ivy, Gleeful Spellthief","UG","R","33920","4.02","6307","5.12","16406","49.7%","55.0%","2774","56.9%","4268","55.0%","7042","55.7%","9122","54.2%","1.5pp"
"Jaya's Firenado","R","C","422150","6.67","45398","10.04","90756","37.9%","54.5%","15013","51.4%","23622","55.1%","38635","53.7%","51406","55.1%","-1.5pp"
"Jaya, Fiery Negotiator","R","M","5048","1.22","4021","1.20","18872","87.7%","57.3%","3283","62.8%","5017","59.6%","8300","60.9%","10293","54.2%","6.7pp"
"Jhoira, Ageless Innovator","UR","R","49308","5.68","6563","8.45","4423","12.6%","53.4%","790","52.4%","1243","51.2%","2033","51.7%","2369","54.8%","-3.1pp"
"Jodah's Codex","","U","123581","4.86","22758","6.37","79536","66.9%","54.2%","13269","51.9%","21192","55.6%","34461","54.2%","43780","53.9%","0.2pp"
"Jodah, the Unifier","WUBRG","M","13814","3.25","3178","3.60","6898","42.4%","52.0%","1170","50.7%","1952","58.6%","3122","55.6%","3597","48.3%","7.3pp"
"Join Forces","W","U","138285","5.60","16680","8.21","41864","48.3%","55.7%","6876","52.8%","10282","54.4%","17158","53.8%","24619","57.0%","-3.2pp"
"Joint Exploration","U","U","135642","5.34","23217","7.41","78020","63.2%","55.3%","14079","54.0%","21746","57.2%","35825","55.9%","41476","54.6%","1.3pp"
"Juniper Order Rootweaver","W","C","427836","6.88","48335","10.10","100840","39.8%","55.5%","18162","54.9%","23402","53.7%","41564","54.2%","59044","56.3%","-2.1pp"
"Karn's Sylex","","M","7898","1.88","3417","1.85","14010","77.6%","55.5%","2523","54.9%","3786","58.8%","6309","57.2%","7504","54.0%","3.2pp"
"Karn, Living Legacy","","M","7650","1.80","3664","1.81","15026","78.2%","54.5%","2552","52.8%","4201","55.8%","6753","54.7%","8099","54.2%","0.5pp"
"Karplusan Forest","","R","38965","4.08","5570","5.89","17865","60.6%","55.3%","3251","54.4%","4269","54.2%","7520","54.3%","10141","55.9%","-1.6pp"
"Keldon Flamesage","R","R","18671","2.25","8553","2.25","38746","85.0%","56.8%","6830","60.6%","9989","56.2%","16819","58.0%","21628","55.9%","2.0pp"
"Keldon Strike Team","R","C","382291","5.74","61482","7.74","218798","66.4%","58.6%","37706","58.6%","51110","59.1%","88816","58.8%","129583","58.4%","0.4pp"
"King Darien XLVIII","WG","R","13082","1.62","8022","1.55","37823","87.8%","57.2%","6696","59.4%","9550","61.9%","16246","60.8%","21127","54.1%","6.7pp"
"Knight of Dawn's Light","W","U","59911","2.38","25940","2.62","125697","89.5%","58.6%","23030","62.1%","31753","58.9%","54783","60.2%","70408","57.3%","2.9pp"
"Knight of Dusk's Shadow","B","U","68619","2.64","24477","3.04","117163","89.0%","56.8%","21242","59.7%","31456","58.6%","52698","59.0%","63621","54.9%","4.2pp"
"Lagomos, Hand of Hatred","BR","U","96214","3.90","16564","5.07","56088","66.0%","54.0%","9707","56.0%","14429","55.3%","24136","55.6%","31619","52.8%","2.8pp"
"Leaf-Crowned Visionary","G","R","40733","4.77","5053","7.04","4974","19.1%","50.6%","869","50.5%","1155","49.5%","2024","50.0%","2864","50.8%","-0.8pp"
"Leyline Binding","W","R","13022","1.54","8586","1.53","41850","91.0%","57.6%","7023","58.4%","11229","61.1%","18252","60.0%","22983","55.4%","4.6pp"
"Lightning Strike","R","C","177734","2.54","67676","2.96","340869","93.2%","57.4%","59580","57.6%","87816","58.9%","147396","58.4%","190123","56.6%","1.8pp"
"Liliana of the Veil","B","M","5217","1.25","3721","1.24","16307","83.0%","55.8%","2810","60.4%","4673","58.9%","7483","59.4%","8598","52.4%","7.1pp"
"Linebreaker Baloth","G","U","103686","4.09","17015","5.40","66282","75.9%","54.3%","11006","51.6%","16478","54.3%","27484","53.2%","38054","55.0%","-1.8pp"
"Llanowar Greenwidow","G","R","12840","1.52","8777","1.51","43947","91.4%","58.5%","8037","64.9%","11524","62.0%","19561","63.2%","23706","54.4%","8.8pp"
"Llanowar Loamspeaker","G","R","14115","1.70","8053","1.69","38052","88.3%","57.2%","7019","65.2%","9477","57.6%","16496","60.8%","21126","54.5%","6.4pp"
"Llanowar Stalker","G","C","458510","8.82","43320","12.90","17333","7.6%","52.9%","3106","52.3%","3790","48.5%","6896","50.2%","10400","54.7%","-4.5pp"
"Love Song of Night and Day","W","U","112876","4.39","23397","5.59","93865","74.8%","58.1%","16497","58.3%","23767","57.6%","40264","57.9%","53261","58.2%","-0.4pp"
"Magnigoth Sentry","G","C","376086","5.37","56836","7.64","240573","79.4%","56.6%","41326","56.6%","61496","57.6%","102822","57.2%","134942","56.0%","1.2pp"
"Meria's Outrider","R","C","335605","4.72","71174","6.20","299977","79.1%","56.7%","49867","55.3%","78314","59.4%","128181","57.8%","167935","55.6%","2.2pp"
"Meria, Scholar of Antiquity","RG","R","45792","5.31","5737","7.90","5067","16.8%","53.7%","899","54.3%","1220","54.7%","2119","54.5%","2920","53.0%","1.5pp"
"Mesa Cavalier","W","C","384404","5.57","50636","8.04","176687","66.1%","56.2%","31237","54.8%","43791","55.1%","75028","55.0%","101167","57.2%","-2.2pp"
"Meteorite","","C","464446","8.42","53948","12.05","34408","12.0%","54.3%","5926","51.7%","9269","55.9%","15195","54.2%","18900","54.2%","0.0pp"
"Micromancer","U","U","99076","3.96","37352","4.35","172587","83.9%","58.3%","29362","60.0%","51477","60.7%","80839","60.4%","89236","56.2%","4.2pp"
"Molten Monstrosity","R","C","412892","6.41","51188","9.33","125762","47.3%","54.9%","20551","52.5%","30635","54.3%","51186","53.5%","73793","55.8%","-2.3pp"
"Molten Tributary","","C","356798","4.85","77554","6.63","371728","88.9%","56.3%","67782","57.5%","96631","55.0%","164413","56.0%","199335","56.5%","-0.4pp"
"Monstrous War-Leech","B","U","139644","5.63","23259","7.68","62837","51.8%","53.9%","10616","52.0%","18003","56.4%","28619","54.8%","33429","53.0%","1.8pp"
"Mossbeard Ancient","G","U","89501","3.47","25772","4.08","118150","86.0%","56.8%","19132","55.5%","31554","60.9%","50686","58.9%","65060","54.8%","4.1pp"
"Nael, Avizoa Aeronaut","UG","U","89451","3.54","24370","4.25","106734","83.2%","55.5%","18150","55.1%","29120","58.2%","47270","57.0%","57121","54.1%","2.9pp"
"Najal, the Storm Runner","UR","U","124856","5.21","21496","6.87","68667","60.4%","54.5%","11497","51.5%","19917","54.8%","31414","53.6%","36532","55.2%","-1.7pp"
"Negate","U","C","452138","8.18","54504","11.73","55308","19.1%","54.6%","9296","52.9%","16750","56.4%","26046","55.1%","28708","53.8%","1.3pp"
"Nemata, Primeval Warden","BG","R","13522","1.65","8972","1.61","43209","89.2%","57.5%","7466","60.0%","11922","63.1%","19388","61.9%","22939","53.2%","8.7pp"
"Nishoba Brawler","G","U","72044","2.80","29140","3.10","145543","90.7%","58.7%","26324","65.5%","36386","60.5%","62710","62.6%","81070","55.6%","7.0pp"
"Phoenix Chick","R","U","121138","4.84","16865","6.66","59451","67.0%","56.2%","10605","57.4%","13812","53.2%","24417","55.0%","34882","57.1%","-2.0pp"
"Phyrexian Espionage","U","C","396862","5.89","82912","7.80","328426","72.6%","57.2%","57138","57.2%","95991","59.7%","153129","58.8%","171087","55.8%","3.0pp"
"Phyrexian Missionary","W","U","57649","2.29","27249","2.51","136648","91.8%","58.6%","24722","60.9%","35894","60.8%","60616","60.8%","74934","56.8%","4.1pp"
"Phyrexian Rager","B","C","262410","3.57","71723","4.49","348742","90.6%","56.1%","63136","57.1%","96329","57.6%","159465","57.4%","186392","54.9%","2.5pp"
"Phyrexian Vivisector","B","C","402933","5.98","53751","8.72","189217","66.6%","55.2%","34167","55.8%","49140","55.5%","83307","55.6%","105001","54.9%","0.7pp"
"Phyrexian Warhorse","B","C","408258","6.23","56855","8.90","163603","54.9%","55.6%","27473","54.2%","43365","56.6%","70838","55.7%","91949","55.6%","0.1pp"
"Pilfer","B","U","149928","6.31","17746","9.51","34461","36.7%","54.6%","6069","55.3%","9690","55.6%","15759","55.5%","18325","53.8%","1.7pp"
"Pixie Illusionist","U","C","425984","6.74","61564","9.66","163116","50.1%","54.9%","29184","55.7%","44657","55.6%","73841","55.7%","87564","54.3%","1.3pp"
