"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Skyclave Aerialist","U","U","110101","3.18","43257","3.71","245220","91.5%","57.2%","44086","59.3%","61976","58.1%","106062","58.6%","137527","56.0%","2.6pp"
"Squee, the Immortal","R","R","29281","4.52","3921","6.49","11297","48.9%","50.1%","1931","46.4%","2727","47.6%","4658","47.1%","6644","52.2%","-5.1pp"
"Sram, Senior Edificer","W","R","28210","4.43","4431","6.09","12541","46.9%","53.7%","2323","55.9%","2626","49.7%","4949","52.6%","7570","54.3%","-1.7pp"
"Stasis Field","U","C","346724","6.09","48932","8.86","155897","53.3%","52.9%","26002","50.8%","39646","54.9%","65648","53.3%","89971","52.6%","0.6pp"
"Stoke the Flames","R","U","99118","2.83","31248","3.36","161920","86.2%","54.5%","26265","53.8%","39829","57.6%","66094","56.1%","96037","53.4%","2.6pp"
"Storm the Seedcore","G","U","174044","5.16","25214","7.21","88470","58.1%","54.3%","13451","54.6%","20320","56.1%","33771","55.5%","54743","53.6%","1.9pp"
"Stormclaw Rager","BR","U","174158","5.37","31786","6.97","110093","58.3%","52.8%","18488","51.9%","27677","53.7%","46165","53.0%","64163","52.6%","0.4pp"
"Streetwise Negotiator","G","U","134449","3.72","35876","4.63","188204","85.7%","55.8%","33973","58.8%","42999","55.7%","76972","57.1%","110642","54.8%","2.3pp"
"Sun-Blessed Guardian","W","U","154888","4.66","22231","6.43","89663","67.8%","53.2%","15796","52.7%","19292","50.5%","35088","51.5%","54147","54.3%","-2.8pp"
"Sunder the Gateway","W","C","354668","6.24","42985","9.06","121397","46.8%","54.4%","20812","53.4%","26944","53.7%","47756","53.5%","73563","55.0%","-1.5pp"
"Sunfall","W","R","12553","1.37","9950","1.35","55717","88.5%","58.9%","9537","65.2%","14027","68.3%","23564","67.0%","32280","53.0%","14.0pp"
"Surge of Salvation","W","U","205831","6.71","22210","10.05","34545","25.8%","54.0%","5168","54.2%","7712","52.5%","12880","53.2%","21641","54.4%","-1.2pp"
"Swiftwater Cliffs","","C","221743","6.22","40900","8.58","139287","56.4%","54.0%","25598","55.8%","33656","53.2%","59254","54.3%","78874","53.6%","0.7pp"
"Sword of Once and Future","","M","5478","1.21","4738","1.20","27925","95.7%","56.2%","4733","57.7%","7026","61.4%","11759","59.9%","16262","53.5%","6.4pp"
"Swordsworn Cavalier","W","C","335306","5.90","59021","7.56","265359","72.6%","57.2%","48163","59.4%","55841","53.6%","104004","56.3%","160687","57.7%","-1.4pp"
"Taigam, Ojutai Master","WU","R","26927","4.22","4663","5.67","11872","42.9%","51.7%","1909","49.2%","2927","49.1%","4836","49.1%","7041","53.2%","-4.1pp"
"Tandem Takedown","G","U","119869","3.34","30582","4.19","160347","86.4%","55.2%","25429","55.3%","38897","58.7%","64326","57.3%","96186","53.7%","3.6pp"
"Tangled Skyline","G","U","156416","4.47","35075","5.67","158078","74.1%","55.1%","25158","54.1%","38972","58.0%","64130","56.4%","93562","54.2%","2.3pp"
"Tarkir Duneshaper","W","C","407540","6.58","51719","9.28","163909","52.4%","55.3%","29091","57.4%","34698","51.8%","63789","54.4%","99181","55.9%","-1.5pp"
"Temporal Cleansing","U","C","329628","5.61","80617","7.21","381984","77.0%","56.9%","60817","55.5%","100775","58.6%","161592","57.4%","222108","56.6%","0.8pp"
"Tenured Oilcaster","B","C","390702","8.11","42485","11.80","37852","15.0%","49.9%","5921","47.1%","9600","52.1%","15521","50.2%","22389","49.6%","0.6pp"
"Tetsuko Umezawa, Fugitive","U","U","118103","4.72","31924","5.85","156344","79.8%","56.7%","27896","56.9%","38784","57.4%","66680","57.2%","89664","56.3%","0.9pp"
"Teysa Karlov","WB","R","25734","4.09","3891","5.73","9856","43.5%","49.4%","1567","46.8%","2405","50.3%","3972","48.9%","5872","49.7%","-0.8pp"
"Thalia and The Gitrog Monster","WBG","M","8685","1.95","4079","1.90","17923","74.0%","53.4%","2978","57.1%","4460","56.4%","7438","56.7%","10456","50.8%","5.9pp"
"Thalia, Guardian of Thraben","W","R","19082","2.97","3949","3.68","16981","71.8%","53.7%","3012","55.9%","3682","51.3%","6694","53.4%","10242","53.9%","-0.5pp"
"Thornwood Falls","","C","217058","5.90","41431","8.07","163874","65.4%","54.1%","30389","56.1%","38952","53.5%","69341","54.7%","91783","53.6%","1.1pp"
"Thrashing Frontliner","R","C","374531","7.32","47127","10.28","125857","44.8%","53.0%","22058","53.7%","28917","50.7%","50975","52.0%","74807","53.7%","-1.7pp"
"Thunderhead Squadron","U","C","370911","6.97","51362","10.01","119305","38.5%","53.2%","17890","49.8%","29149","52.7%","47039","51.6%","72595","54.2%","-2.5pp"
"Tidal Terror","U","C","359896","6.30","61910","8.81","217860","58.0%","54.4%","36151","52.2%","57234","56.1%","93385","54.6%","125171","54.3%","0.3pp"
"Tiller of Flesh","W","U","163599","4.88","21829","6.81","67470","52.7%","51.2%","10851","48.8%","15681","49.3%","26532","49.1%","40945","52.5%","-3.4pp"
"Timberland Ancient","G","C","338628","5.70","45829","8.27","183679","67.1%","53.5%","31054","51.6%","44217","54.3%","75271","53.2%","108366","53.6%","-0.4pp"
"Trailblazing Historian","R","C","388996","8.29","42245","11.83","49873","19.8%","51.2%","8657","50.0%","11132","48.5%","19789","49.2%","30061","52.5%","-3.3pp"
"Tranquil Cove","","C","216592","5.81","39859","8.08","154846","64.3%","54.8%","28540","57.2%","35508","53.1%","64048","54.9%","89819","54.6%","0.3pp"
"Transcendent Message","U","R","39123","3.90","11745","4.47","45091","63.3%","55.4%","6979","53.0%","11865","57.4%","18844","55.8%","26414","55.2%","0.6pp"
"Traumatic Revelation","B","C","362123","6.60","55790","9.18","175857","52.3%","54.1%","30653","53.6%","44845","55.1%","75498","54.5%","100553","53.8%","0.6pp"
"Tribute to the World Tree","G","R","24156","2.63","6584","2.84","27648","72.1%","51.2%","4556","53.0%","6503","49.6%","11059","51.0%","16569","51.4%","-0.4pp"
"Tymaret, Chosen from Death","B","U","126689","5.00","22435","6.97","92897","69.0%","54.3%","15777","52.6%","23685","55.4%","39462","54.3%","53400","54.1%","0.2pp"
"Umori, the Collector","BG","R","16292","2.51","5408","2.99","28184","86.8%","54.5%","4631","56.4%","7331","55.5%","11962","55.8%","16273","53.4%","2.4pp"
"Unseal the Necropolis","B","C","347837","6.09","67921","8.11","269746","65.5%","55.1%","42765","52.4%","73110","59.0%","115875","56.6%","156040","54.3%","2.3pp"
"Urabrask","R","M","7917","1.75","3681","1.74","17295","78.5%","53.2%","2830","54.9%","4368","54.0%","7198","54.3%","10102","52.1%","2.2pp"
"Urabrask the Hidden","R","M","6084","2.06","2142","2.27","9857","79.5%","51.8%","1606","53.1%","2345","52.7%","3951","52.8%","5920","51.0%","1.8pp"
"Urn of Godfire","","C","397439","8.41","50287","11.77","56854","18.9%","51.5%","9964","47.3%","13700","53.2%","23664","50.7%","33142","52.0%","-1.3pp"
"Valduk, Keeper of the Flame","R","U","143657","6.53","18220","9.30","37612","34.7%","52.4%","6442","51.7%","8068","50.8%","14510","51.2%","23134","53.2%","-2.0pp"
"Vanquish the Weak","B","C","252507","3.96","53694","5.26","267643","83.4%","54.0%","45883","52.5%","69156","56.2%","115039","54.7%","153268","53.6%","1.2pp"
"Vengeant Earth","G","C","402142","9.35","41261","13.32","7082","2.9%","48.8%","1110","46.0%","1589","46.6%","2699","46.4%","4386","50.4%","-4.0pp"
"Volcanic Spite","R","C","194136","3.11","58041","3.80","305593","86.3%","55.4%","54080","57.4%","73467","57.7%","127547","57.6%","178106","53.8%","3.8pp"
"Voldaren Thrillseeker","R","R","19787","2.14","9154","2.16","46985","84.0%","56.0%","8147","57.8%","11290","60.2%","19437","59.2%","27518","53.7%","5.5pp"
"Vorinclex","G","M","6229","1.35","4465","1.32","24014","86.6%","57.4%","4127","62.4%","6228","64.0%","10355","63.4%","13033","52.1%","11.3pp"
"Vorinclex, Voice of Hunger","G","M","8235","2.75","1440","3.40","4275","51.6%","49.0%","605","47.6%","1050","48.5%","1655","48.2%","2600","49.3%","-1.2pp"
"War Historian","G","C","361650","6.48","47513","9.23","153220","53.8%","53.3%","26394","52.5%","35449","52.7%","61843","52.6%","91135","53.7%","-1.1pp"
"War-Trained Slasher","R","C","381784","7.79","39174","11.35","56719","24.4%","51.2%","9031","50.6%","13478","50.6%","22509","50.6%","34235","51.6%","-1.0pp"
"Wary Thespian","G","C","333108","5.63","57087","7.66","269239","77.9%","54.8%","48220","56.5%","61594","54.3%","109814","55.3%","158713","54.5%","0.8pp"
"Wicked Slumber","U","U","189316","5.69","32813","7.81","106939","53.8%","54.9%","16426","52.4%","27313","55.9%","43739","54.6%","63679","55.1%","-0.5pp"
"Wildwood Escort","G","C","375503","6.96","48651","9.94","126274","43.4%","53.2%","19194","50.5%","30019","54.4%","49213","52.9%","76645","53.2%","-0.4pp"
"Wind-Scarred Crag","","C","221823","6.24","32665","8.85","100811","51.8%","52.6%","18324","54.6%","23062","50.8%","41386","52.5%","58692","52.7%","-0.2pp"
"Wrenn and Realmbreaker","G","M","6585","1.44","4102","1.42","20295","82.8%","54.4%","3488","54.8%","5079","58.9%","8567","57.3%","11743","52.3%","5.0pp"
"Wrenn's Resolve","R","C","389894","8.18","45174","11.64","58873","21.7%","53.1%","10137","50.1%","13966","53.1%","24103","51.9%","34800","53.9%","-2.1pp"
"Xerex Strobe-Knight","U","U","101322","2.91","40384","3.39","226522","91.0%","56.6%","39698","57.9%","56758","57.4%","96456","57.6%","130323","55.7%","1.9pp"
"Yargle and Multani","BG","R","46332","4.83","6102","7.13","8554","23.5%","50.9%","1324","49.5%","2113","52.2%","3437","51.1%","5099","50.6%","0.5pp"
"Yargle, Glutton of Urborg","B","U","158460","7.74","15707","11.83","3898","4.2%","45.8%","571","43.8%","926","46.8%","1497","45.6%","2400","45.8%","-0.1pp"
"Yarok, the Desecrated","UBG","M","7844","2.63","2929","2.87","12526","72.9%","52.5%","2129","52.7%","3411","55.5%","5540","54.4%","7008","50.8%","3.6pp"
"Yedora, Grave Gardener","G","R","25391","3.95","3432","5.61","10212","49.9%","52.0%","1601","47.2%","2396","52.4%","3997","50.3%","6205","53.0%","-2.7pp"
"Yorion, Sky Nomad","WU","R","11127","1.84","7101","1.90","29246","67.2%","57.1%","4755","59.1%","7471","61.9%","12226","60.8%","17113","54.4%","6.5pp"
"Zada, Hedron Grinder","R","U","149879","6.97","19375","9.85","20313","17.5%","52.8%","3275","49.6%","4458","51.1%","7733","50.5%","12593","54.2%","-3.7pp"
"Zephyr Singer","U","R","15215","1.67","11172","1.66","64034","91.0%","58.8%","10970","64.8%","16627","62.9%","27597","63.6%","36585","55.1%","8.6pp"
"Zhalfirin Lancer","W","U","157021","4.65","29923","5.93","131442","71.9%","55.9%","22881","56.5%","28437","53.7%","51318","55.0%","80035","56.4%","-1.5pp"
"Zhalfirin Shapecraft","U","C","387763","7.76","61837","10.67","121195","32.2%","55.1%","19350","53.9%","29940","56.1%","49290","55.3%","72063","55.0%","0.3pp"
"Zimone and Dina","UBG","M","13441","2.90","4467","3.16","16710","62.8%","53.7%","2784","55.5%","4496","58.5%","7280","57.3%","9448","50.8%","6.5pp"
"Zirda, the Dawnwaker","WR","R","24320","3.57","4535","4.77","18113","66.5%","54.1%","3090","53.4%","4185","52.9%","7275","53.1%","10828","54.7%","-1.6pp"
"Zurgo and Ojutai","WUR","M","10199","2.33","4528","2.23","18032","65.8%","54.9%","2897","57.3%","4537","60.7%","7434","59.4%","10582","51.5%","7.9pp"
