"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Didact Echo","U","C","381219","7.66","50894","10.93","80580","26.2%","52.0%","12524","49.7%","21282","53.7%","33806","52.2%","46004","51.7%","0.5pp"
"Eaten by Piranhas","U","U","103884","4.41","20091","5.94","87017","71.7%","54.3%","14535","53.1%","22051","55.1%","36586","54.3%","49745","54.1%","0.2pp"
"The Enigma Jewel","U","M","16683","4.53","2460","6.55","967","6.6%","49.2%","163","","227","","390","","567","48.1%",""
"The Everflowing Well","U","R","19255","2.71","7272","2.86","34194","77.6%","56.0%","5810","57.4%","8922","59.7%","14732","58.8%","18809","53.6%","5.2pp"
"Frilled Cave-Wurm","U","C","393579","8.67","46372","12.30","33966","12.2%","50.1%","5398","48.4%","8859","51.4%","14257","50.3%","19376","49.9%","0.4pp"
"Hermitic Nautilus","U","U","105665","4.54","25289","5.81","124428","80.3%","55.7%","21739","55.7%","29386","54.9%","51125","55.2%","71618","55.8%","-0.6pp"
"Hurl into History","U","U","143288","7.04","19981","9.93","24887","20.7%","51.6%","3823","50.3%","6439","53.0%","10262","52.0%","14410","51.2%","0.8pp"
"Inverted Iceberg","U","C","296010","5.22","74084","6.61","353778","77.0%","57.2%","62104","57.4%","86734","58.5%","148838","58.0%","198930","56.3%","1.7pp"
"Kitesail Larcenist","U","R","11305","1.61","8428","1.59","49526","91.5%","59.8%","8818","64.5%","12745","66.4%","21563","65.6%","26962","54.6%","11.0pp"
"Lodestone Needle","U","U","100911","3.58","35048","4.19","189407","87.2%","57.3%","32057","55.4%","47589","60.2%","79646","58.3%","105859","56.2%","2.1pp"
"Malcolm, Alluring Scoundrel","U","R","11264","1.60","8004","1.57","44590","89.5%","57.3%","8044","64.0%","11366","58.8%","19410","61.0%","24374","54.3%","6.7pp"
"Marauding Brinefang","U","C","369443","7.00","48982","10.12","108812","37.1%","51.7%","18433","49.1%","26837","52.6%","45270","51.2%","62718","52.0%","-0.9pp"
"Merfolk Cave-Diver","U","U","128213","6.19","17765","8.82","38751","36.4%","52.4%","6665","52.6%","9421","53.5%","16086","53.1%","22429","51.8%","1.3pp"
"Oaken Siren","U","C","256025","4.35","76499","5.25","415272","87.3%","57.4%","73957","58.9%","97194","57.1%","171151","57.9%","237879","56.9%","1.0pp"
"Ojer Pakpatiq, Deepest Epoch","U","M","5056","1.43","3692","1.39","19666","87.2%","56.1%","3339","60.5%","5346","59.2%","8685","59.7%","10844","53.0%","6.6pp"
"Orazca Puzzle-Door","U","C","378345","7.40","68344","9.90","180027","43.0%","55.9%","31619","55.3%","43480","55.7%","75099","55.6%","102274","56.1%","-0.5pp"
"Out of Air","U","C","388932","8.34","49854","11.80","40432","13.4%","51.4%","6484","50.3%","10166","52.9%","16650","51.9%","23472","50.9%","0.9pp"
"Pirate Hat","U","C","379975","7.79","60403","10.53","130372","35.2%","55.6%","21250","54.7%","29532","53.1%","50782","53.7%","77572","56.7%","-2.9pp"
"Relic's Roar","U","C","400295","9.34","49624","12.90","16187","5.3%","52.7%","2449","49.9%","3828","52.0%","6277","51.2%","9856","53.7%","-2.6pp"
"River Herald Scout","U","C","316533","5.45","59599","7.42","245260","67.9%","54.7%","43253","54.8%","58325","54.4%","101578","54.6%","142257","54.7%","-0.1pp"
"Sage of Days","U","C","385150","7.99","54488","11.12","85170","25.9%","53.1%","14548","52.9%","21276","54.6%","35824","53.9%","48726","52.4%","1.6pp"
"Self-Reflection","U","U","145434","7.20","19955","10.29","21445","17.7%","51.8%","3246","48.2%","5293","53.6%","8539","51.6%","12772","51.9%","-0.3pp"
"Shipwreck Sentry","U","C","364959","7.02","64987","9.48","214821","53.8%","55.5%","37441","55.0%","48450","53.8%","85891","54.4%","126346","56.2%","-1.9pp"
"Sinuous Benthisaur","U","U","140787","6.68","23645","8.93","50294","35.4%","52.9%","7799","51.2%","13071","56.8%","20870","54.7%","28436","51.0%","3.7pp"
"Song of Stupefaction","U","C","395239","8.89","49670","12.43","32676","10.9%","50.7%","5284","48.4%","8322","51.9%","13606","50.5%","18716","50.6%","-0.1pp"
"Spyglass Siren","U","U","63290","2.75","30424","3.02","173824","90.2%","58.9%","31214","65.6%","42716","60.4%","73930","62.6%","96927","55.9%","6.7pp"
"Staunch Crewmate","U","U","87192","3.71","31251","4.22","169256","85.6%","58.9%","30311","61.3%","40785","59.7%","71096","60.4%","94779","57.5%","2.9pp"
"Tishana's Tidebinder","U","R","15985","2.20","7165","2.28","35270","82.2%","54.6%","5953","55.2%","8982","56.5%","14935","56.0%","20024","53.5%","2.5pp"
"Unlucky Drop","U","C","383198","7.75","71978","10.13","201264","45.2%","57.0%","31615","54.9%","49777","57.8%","81392","56.7%","118314","57.2%","-0.5pp"
"Waterlogged Hulk","U","U","175269","7.30","25639","10.15","36005","23.2%","51.2%","6046","50.4%","8982","51.2%","15028","50.9%","20492","51.3%","-0.4pp"
"Waterwind Scout","U","C","200768","3.37","80348","3.87","454488","90.6%","57.6%","79878","58.5%","115132","59.5%","195010","59.0%","256058","56.5%","2.6pp"
"Waylaying Pirates","U","C","339469","6.06","67366","8.12","296703","71.4%","56.6%","47291","54.1%","73985","57.2%","121276","56.0%","169613","56.8%","-0.9pp"
"Zoetic Glyph","U","U","64364","2.96","33010","3.08","185761","88.9%","59.0%","31356","64.5%","46756","62.0%","78112","63.0%","106129","56.0%","7.0pp"
"Abyssal Gorestalker","B","U","134813","6.48","15450","9.62","25914","28.1%","51.0%","3905","51.2%","6671","53.9%","10576","52.9%","15200","49.6%","3.3pp"
"Aclazotz, Deepest Betrayal","B","M","4439","1.25","3499","1.21","19538","87.5%","59.1%","3402","67.5%","5305","68.9%","8707","68.4%","10722","51.5%","16.8pp"
"Another Chance","B","C","349481","6.50","56308","8.66","210403","62.3%","53.8%","34050","51.8%","54955","57.9%","89005","55.6%","120026","52.4%","3.2pp"
"Bitter Triumph","B","U","62856","2.70","18516","3.19","96269","86.6%","54.1%","16443","54.2%","25378","58.6%","41821","56.9%","53871","51.7%","5.2pp"
"Bloodthorn Flail","B","U","151273","7.97","16416","11.66","9617","9.8%","49.1%","1708","46.8%","2297","50.6%","4005","49.0%","5580","49.0%","-0.0pp"
"Bringer of the Last Gift","B","R","18496","2.61","6266","2.71","27381","73.2%","54.0%","4274","56.3%","7158","61.1%","11432","59.3%","15667","49.9%","9.4pp"
"Broodrage Mycoid","B","C","347876","6.52","36583","9.62","95399","44.4%","50.1%","15533","48.7%","24234","51.9%","39767","50.7%","55316","49.5%","1.1pp"
"Canonized in Blood","B","U","128319","6.31","12193","9.83","14761","20.8%","45.4%","2403","42.6%","3702","45.2%","6105","44.2%","8614","46.2%","-2.0pp"
"Chupacabra Echo","B","U","59233","2.54","21990","2.87","118410","88.1%","55.8%","19754","56.5%","31342","62.0%","51096","59.8%","66044","52.5%","7.3pp"
"Corpses of the Lost","B","R","15562","2.21","6891","2.25","33167","80.6%","53.6%","5846","56.7%","8660","56.2%","14506","56.4%","18435","51.3%","5.1pp"
"Dead Weight","B","C","265296","4.42","53859","5.67","261946","81.2%","53.8%","45859","54.2%","66693","56.5%","112552","55.5%","147995","52.4%","3.1pp"
"Deathcap Marionette","B","C","311488","5.40","52143","7.19","242438","77.7%","53.9%","43065","55.0%","59457","55.5%","102522","55.3%","138488","52.8%","2.5pp"
"Deep Goblin Skulltaker","B","C","348639","6.59","34078","9.90","85103","42.9%","49.6%","14512","47.7%","21099","50.2%","35611","49.2%","49218","49.9%","-0.7pp"
"Deep-Cavern Bat","B","U","65557","2.85","23013","3.24","118621","83.5%","56.5%","21324","64.0%","30460","60.4%","51784","61.9%","66146","52.3%","9.6pp"
"Echo of Dusk","B","C","333899","5.92","47926","8.17","208074","72.7%","53.8%","36293","53.4%","51546","56.4%","87839","55.2%","118875","52.7%","2.5pp"
"Fanatical Offering","B","C","354284","6.68","44525","9.49","134480","50.5%","53.4%","22121","53.3%","34552","57.0%","56673","55.6%","77305","51.7%","3.8pp"
"Gargantuan Leech","B","U","134527","6.45","18671","9.00","41137","37.1%","51.3%","6448","49.0%","10794","55.5%","17242","53.1%","23190","49.3%","3.8pp"
"Grasping Shadows","B","U","138231","5.10","18552","7.19","57139","52.5%","50.6%","9295","46.7%","14570","51.8%","23865","49.8%","32982","51.0%","-1.2pp"
"Greedy Freebooter","B","C","360281","7.01","36955","10.36","85986","39.4%","51.0%","15186","52.9%","20316","51.3%","35502","52.0%","50153","50.3%","1.7pp"
"Join the Dead","B","C","202105","3.36","47527","4.17","245870","87.1%","53.6%","41011","53.0%","65030","57.9%","106041","56.0%","138256","51.6%","4.4pp"
"Malicious Eclipse","B","U","135251","6.59","14826","9.82","18673","21.3%","49.1%","3003","46.7%","4708","50.4%","7711","49.0%","10854","49.2%","-0.2pp"
"Mephitic Draught","B","C","369321","7.26","42797","10.42","83568","33.0%","51.3%","14675","51.2%","21419","52.6%","36094","52.1%","47152","50.7%","1.4pp"
"Preacher of the Schism","B","R","11223","1.57","7195","1.53","38691","86.9%","56.9%","6905","66.1%","10144","61.4%","17049","63.3%","21470","51.9%","11.4pp"
"Primordial Gnawer","B","C","381695","7.81","41961","11.32","61447","24.6%","52.1%","9706","52.3%","15890","55.1%","25596","54.0%","35535","50.6%","3.4pp"
"Queen's Bay Paladin","B","R","22599","3.19","5181","3.71","15621","51.5%","50.9%","2418","49.1%","4143","53.8%","6561","52.1%","8989","49.9%","2.1pp"
"Rampaging Spiketail","B","C","337229","5.95","44286","8.49","172650","65.4%","53.3%","29316","51.9%","43925","56.3%","73241","54.5%","98479","52.3%","2.2pp"
"Ray of Ruin","B","C","345979","6.34","39834","9.31","111613","47.1%","52.5%","17489","52.0%","29588","56.4%","47077","54.8%","63834","50.8%","4.0pp"
"Screaming Phantom","B","C","352361","6.69","39382","9.70","115082","49.7%","51.2%","19913","49.9%","28395","52.3%","48308","51.3%","66336","51.0%","0.3pp"
"Skullcap Snail","B","C","316097","5.46","48684","7.47","210020","72.3%","53.4%","36713","54.4%","51873","55.0%","88586","54.8%","120437","52.3%","2.4pp"
"Soulcoil Viper","B","U","102674","4.44","17061","5.90","72615","71.8%","52.5%","12267","51.6%","18373","54.6%","30640","53.4%","41550","51.8%","1.6pp"
"Stalactite Stalker","B","R","15019","2.08","5808","2.16","28768","82.7%","53.9%","5168","58.6%","7114","56.0%","12282","57.1%","16345","51.4%","5.7pp"
"Starving Revenant","B","R","13620","1.90","6515","1.90","33118","83.9%","55.1%","5599","58.1%","8804","60.1%","14403","59.3%","18524","51.7%","7.6pp"
"Stinging Cave Crawler","B","U","89734","3.77","16851","4.90","82683","83.1%","53.0%","14187","51.6%","21273","55.2%","35460","53.8%","46753","52.3%","1.5pp"
"Synapse Necromage","B","U","113456","4.92","17204","6.78","67391","65.7%","53.2%","11709","54.4%","16835","55.2%","28544","54.9%","38634","51.8%","3.0pp"
"Tarrian's Journal","B","R","15780","2.26","5961","2.31","27155","77.7%","52.0%","4707","51.3%","6909","55.6%","11616","53.9%","15348","50.5%","3.4pp"
"Terror Tide","B","R","16006","2.25","6346","2.27","29497","78.5%","53.3%","4828","53.0%","7835","57.2%","12663","55.6%","16603","51.3%","4.4pp"
"Tithing Blade","B","C","270466","4.72","46052","6.35","211835","76.5%","54.3%","37195","55.7%","54697","57.6%","91892","56.8%","118020","52.2%","4.6pp"
"Visage of Dread","B","U","122999","4.28","22820","5.66","98965","73.0%","53.4%","17480","55.8%","25011","54.3%","42491","54.9%","55762","52.0%","2.9pp"
"Vito's Inquisitor","B","C","377689","7.79","37126","11.43","53903","24.8%","48.9%","8460","46.1%","13748","50.0%","22208","48.5%","31600","49.1%","-0.6pp"
"Abrade","R","C","161638","2.67","63987","3.15","360918","91.3%","56.6%","62505","56.5%","82825","57.5%","145330","57.1%","214540","56.2%","0.8pp"
"Ancestors' Aid","R","C","372401","7.15","55531","9.96","153125","44.8%","56.0%","24462","55.3%","33721","56.2%","58183","55.8%","94594","56.0%","-0.3pp"
"Belligerent Yearling","R","U","71692","3.05","22542","3.63","123013","87.8%","57.1%","22443","59.2%","26941","55.8%","49384","57.3%","73387","56.9%","0.5pp"
"Bonehoard Dracosaur","R","M","4064","1.15","3702","1.13","22445","93.4%","60.4%","3885","69.8%","5642","70.4%","9527","70.1%","12881","53.2%","17.0pp"
"Brass's Tunnel-Grinder","R","R","17093","2.40","6010","2.50","27375","76.9%","53.0%","4571","54.5%","6495","53.2%","11066","53.8%","16140","52.5%","1.3pp"
"Brazen Blademaster","R","C","362739","6.90","49797","9.78","130540","43.2%","53.3%","21842","50.8%","28579","51.2%","50421","51.0%","79260","54.7%","-3.7pp"
"Breeches, Eager Pillager","R","R","10024","1.42","7913","1.39","46225","91.2%","59.5%","8467","65.7%","10887","64.1%","19354","64.8%","26411","55.4%","9.4pp"
"Burning Sun Cavalry","R","C","355403","6.63","52118","9.20","173727","54.2%","56.2%","30771","56.5%","36409","53.5%","67180","54.9%","106271","57.1%","-2.2pp"
"Calamitous Cave-In","R","U","144643","7.19","23171","9.60","34821","25.1%","51.2%","5673","48.5%","8779","55.6%","14452","52.8%","19835","49.6%","3.3pp"
"Child of the Volcano","R","C","384523","7.88","40282","11.62","32542","13.5%","48.7%","5233","46.4%","7627","48.5%","12860","47.6%","19635","49.3%","-1.7pp"
"Curator of Sun's Creation","R","U","121429","5.63","16328","8.07","33042","33.7%","52.4%","5551","51.5%","7458","51.6%","13009","51.6%","19951","53.0%","-1.4pp"
"Daring Discovery","R","C","393050","8.52","47110","12.09","33840","11.8%","53.7%","4876","52.1%","7373","53.7%","12249","53.1%","21529","54.0%","-0.9pp"
"Diamond Pick-Axe","R","U","86046","3.65","24254","4.40","122692","82.0%","56.2%","21028","58.7%","26964","54.8%","47992","56.5%","73878","55.9%","0.6pp"
"Dinotomaton","R","C","313489","5.23","52089","7.33","236590","73.9%","55.8%","38430","55.1%","53685","55.7%","92115","55.4%","142971","56.0%","-0.6pp"
"Dire Flail","R","R","14930","2.12","8408","2.08","44515","85.6%","56.7%","7538","59.2%","10116","57.6%","17654","58.3%","26519","55.4%","2.9pp"
"Dowsing Device","R","U","146414","5.37","25811","7.17","88480","56.4%","54.3%","14814","53.1%","19555","52.6%","34369","52.8%","53263","55.2%","-2.5pp"
"Dreadmaw's Ire","R","U","88545","3.66","25956","4.48","133260","83.1%","56.9%","21538","56.7%","29998","58.4%","51536","57.7%","81441","56.3%","1.4pp"
"Enterprising Scallywag","R","U","94709","3.95","19944","5.14","95118","79.3%","54.4%","17049","54.7%","20596","52.4%","37645","53.4%","57028","55.0%","-1.6pp"
"Etali's Favor","R","C","293849","5.14","68207","6.39","326164","76.5%","57.4%","54200","57.1%","73923","58.0%","128123","57.6%","197396","57.3%","0.3pp"
"Geological Appraiser","R","U","59007","2.56","26548","2.85","148975","89.3%","58.0%","25131","59.4%","34312","60.2%","59443","59.8%","89005","56.8%","3.0pp"
"Goblin Tomb Raider","R","C","322877","5.71","71193","7.23","326876","74.1%","57.0%","57890","59.6%","69810","55.0%","127700","57.1%","197005","56.9%","0.2pp"
"Goldfury Strider","R","U","135910","6.17","20117","8.72","50318","41.1%","54.1%","7807","51.3%","11450","54.4%","19257","53.2%","30816","54.7%","-1.6pp"
"Hit the Mother Lode","R","R","42113","5.62","5357","8.61","1498","4.6%","47.8%","210","","365","","575","48.0%","920","47.7%","0.3pp"
"Hotfoot Gnome","R","C","377420","7.39","47357","10.63","81741","28.3%","53.3%","13614","50.7%","17807","52.6%","31421","51.8%","49880","54.1%","-2.3pp"
"Idol of the Deep King","R","C","298503","5.10","55009","6.99","242933","72.2%","55.5%","40953","53.6%","54926","55.8%","95879","54.9%","145027","55.7%","-0.9pp"
"Inti, Seneschal of the Sun","R","R","10232","1.46","7692","1.44","43688","90.7%","57.8%","8019","64.9%","9928","59.6%","17947","62.0%","25639","54.8%","7.1pp"
"Magmatic Galleon","R","R","11108","1.56","8148","1.54","46222","89.4%","59.0%","7620","65.2%","10895","65.7%","18515","65.5%","27310","54.5%","11.0pp"
"Ojer Axonil, Deepest Might","R","M","5606","1.59","3250","1.56","16325","82.2%","55.7%","2740","57.2%","3847","57.8%","6587","57.6%","9729","54.5%","3.1pp"
"Panicked Altisaur","R","C","318596","5.49","47341","7.84","195961","67.4%","55.8%","30746","55.2%","46578","56.9%","77324","56.2%","118327","55.5%","0.7pp"
"Plundering Pirate","R","C","273772","4.42","65593","5.74","352235","86.7%","56.7%","61872","57.1%","77884","55.9%","139756","56.4%","210074","56.8%","-0.4pp"
"Poetic Ingenuity","R","R","13418","1.96","7618","1.87","38387","83.0%","55.3%","6732","62.7%","8940","54.8%","15672","58.2%","22553","53.2%","4.9pp"
"Rampaging Ceratops","R","U","104560","4.55","15453","6.45","61629","65.2%","54.6%","9412","53.4%","14472","55.5%","23884","54.7%","37653","54.5%","0.1pp"
"Rumbling Rockslide","R","C","298113","4.99","48882","6.99","212212","71.3%","54.8%","33586","52.1%","49396","55.1%","82982","53.9%","128692","55.4%","-1.5pp"
"Saheeli's Lattice","R","U","137800","4.70","27567","6.29","116491","68.7%","56.3%","20802","56.1%","25345","55.9%","46147","56.0%","69878","56.5%","-0.5pp"
"Scytheclaw Raptor","R","U","69652","2.92","20704","3.55","113505","89.3%","56.2%","19939","56.8%","25640","55.5%","45579","56.1%","67770","56.3%","-0.2pp"
"Seismic Monstrosaur","R","C","330111","5.65","43960","8.34","160184","59.9%","54.3%","26587","51.6%","36923","54.3%","63510","53.2%","96284","55.0%","-1.8pp"
"Sunfire Torch","R","C","328157","5.66","68536","7.42","297045","70.3%","56.1%","49644","55.5%","65599","54.9%","115243","55.2%","179586","56.6%","-1.5pp"
"Sunshot Militia","R","C","330456","5.75","67237","7.60","295504","70.9%","56.5%","51827","55.7%","64169","56.3%","115996","56.0%","178945","56.7%","-0.8pp"
"Tectonic Hazard","R","C","398783","9.35","42319","13.32","4340","1.7%","48.0%","637","46.3%","994","46.9%","1631","46.7%","2704","48.8%","-2.2pp"
"Triumphant Chomp","R","U","77829","3.25","22760","3.94","117764","83.4%","56.6%","19950","56.6%","27196","57.1%","47146","56.9%","70407","56.4%","0.5pp"
"Trumpeting Carnosaur","R","R","9252","1.31","7513","1.29","42870","90.7%","58.0%","7134","61.5%","10176","64.9%","17310","63.5%","25302","54.1%","9.4pp"
"Volatile Wanderglyph","R","C","309651","5.12","68897","6.66","358974","83.7%","57.0%","64905","59.0%","76465","54.9%","141370","56.8%","215804","57.1%","-0.3pp"
"Zoyowa's Justice","R","U","152664","8.09","17082","11.88","4904","4.7%","47.8%","786","43.5%","1130","44.1%","1916","43.8%","2977","50.5%","-6.6pp"
"Armored Kincaller","G","C","304712","5.22","51290","6.96","248037","78.7%","56.6%","43603","56.7%","57245","56.8%","100848","56.7%","145991","56.5%","0.2pp"
"Basking Capybara","G","C","378111","7.62","41638","11.02","76266","30.6%","51.7%","13336","49.9%","17094","51.7%","30430","50.9%","45372","52.1%","-1.2pp"
"Bedrock Tortoise","G","R","12984","1.83","6906","1.79","35256","83.3%","56.3%","6108","62.0%","8819","60.0%","14927","60.8%","20185","52.9%","7.9pp"
"Cavern Stomper","G","C","322583","5.69","46172","7.90","191833","68.0%","55.9%","29409","55.7%","45834","57.6%","75243","56.9%","115385","55.1%","1.7pp"
"Cenote Scout","G","U","94387","3.95","21190","4.94","105143","80.5%","56.6%","19276","61.1%","22858","55.9%","42134","58.3%","62493","55.5%","2.8pp"
"Coati Scavenger","G","U","108718","4.63","17829","6.25","72467","67.5%","54.0%","11818","50.2%","17401","56.0%","29219","53.7%","42442","54.1%","-0.4pp"
"Colossadactyl","G","U","72549","3.05","18537","3.72","99759","88.3%","55.8%","16564","57.0%","24422","57.3%","40986","57.2%","58259","54.8%","2.4pp"
"Disturbed Slumber","G","C","395884","9.23","38605","13.33","7404","3.2%","49.9%","1282","45.3%","1675","50.0%","2957","48.0%","4438","51.2%","-3.3pp"
"Earthshaker Dreadmaw","G","U","79089","3.43","17047","4.25","86172","82.8%","56.0%","13434","55.6%","20510","57.8%","33944","57.0%","51532","55.2%","1.7pp"
"Explorer's Cache","G","U","123888","5.57","18686","7.65","59015","51.7%","55.1%","9916","56.7%","13524","54.5%","23440","55.4%","35479","54.9%","0.5pp"
"Ghalta, Stampede Tyrant","G","M","7928","2.21","2020","2.40","7121","59.8%","52.2%","1084","51.7%","1731","54.1%","2815","53.2%","4231","51.4%","1.8pp"
"Glimpse the Core","G","U","131842","6.17","14501","9.14","31097","35.9%","52.9%","5420","53.0%","6751","49.9%","12171","51.3%","18888","53.9%","-2.6pp"
"Glowcap Lantern","G","U","128901","6.14","13328","9.30","23972","30.2%","50.4%","3958","48.7%","5737","48.6%","9695","48.7%","14227","51.6%","-2.9pp"
